feature_gene,uniprot_id,tier,source,has_esm2_embedding
AC118138.2,,0,unmapped,False
AC118278.1,,0,unmapped,False
AC118754.4,,0,unmapped,False
AC119673.1,,0,unmapped,False
AC120194.1,,0,unmapped,False
AC123768.3,,0,unmapped,False
AC123768.4,,0,unmapped,False
AC124890.1,,0,unmapped,False
AC124944.3,,0,unmapped,False
AC125232.1,,0,unmapped,False
AC125238.2,,0,unmapped,False
AC126365.1,,0,unmapped,False
AC127496.1,,0,unmapped,False
AC127904.2,,0,unmapped,False
AC129492.6,,0,unmapped,False
AC131097.3,,0,unmapped,False
AC132186.1,,0,unmapped,False
AC132192.1,,0,unmapped,False
AC132872.1,,0,unmapped,False
AC132872.2,,0,unmapped,False
AC133528.2,,0,unmapped,False
AC135178.1,,0,unmapped,False
AC136289.1,,0,unmapped,False
AC137932.1,,0,unmapped,False
AC137932.5,,0,unmapped,False
AC137932.6,,0,unmapped,False
AC137934.1,,0,unmapped,False
AC138035.2,,0,unmapped,False
AC138123.2,,0,unmapped,False
AC138517.4,,0,unmapped,False
AC138623.1,,0,unmapped,False
AC138649.1,,0,unmapped,False
AC138655.4,,0,unmapped,False
AC138744.2,,0,unmapped,False
AC138783.12,,0,unmapped,False
AC139099.3,,0,unmapped,False
AC139100.2,,0,unmapped,False
AC139426.2,,0,unmapped,False
AC139452.2,,0,unmapped,False
AC139712.2,,0,unmapped,False
AC139887.4,,0,unmapped,False
AC140076.1,,0,unmapped,False
AC141586.5,,0,unmapped,False
AC141928.1,,0,unmapped,False
AC142381.1,,0,unmapped,False
AC142528.1,,0,unmapped,False
AC144521.1,,0,unmapped,False
AC144530.1,,0,unmapped,False
AC144652.1,,0,unmapped,False
AC144831.1,,0,unmapped,False
AC145212.1,,0,unmapped,False
AC145212.3,,0,unmapped,False
AC147651.3,,0,unmapped,False
AC147651.4,,0,unmapped,False
AC156455.1,,0,unmapped,False
AC159540.1,,0,unmapped,False
AC187652.1,,0,unmapped,False
AC195454.1,,0,unmapped,False
AC226118.1,,0,unmapped,False
ACAA1,P09110,1,HGNC_symbol,False
ACAA2,P42765,1,HGNC_symbol,True
ACACA,Q13085,1,HGNC_symbol,False
ACACB,O00763,1,HGNC_symbol,False
ACAD10,Q6JQN1,1,HGNC_symbol,False
ACAD11,Q709F0,1,HGNC_symbol,True
ACAD8,Q9UKU7,1,HGNC_symbol,False
ACAD9,Q9H845,1,HGNC_symbol,False
ACADL,P28330,1,HGNC_symbol,True
ACADM,P11310,1,HGNC_symbol,True
ACADS,P16219,1,HGNC_symbol,False
ACADSB,P45954,1,HGNC_symbol,True
ACADVL,P49748,1,HGNC_symbol,False
ACAN,P16112,1,HGNC_symbol,False
ACAP1,Q15027,1,HGNC_symbol,False
ACAP2,Q15057,1,HGNC_symbol,True
ACAP2-IT1,,0,unmapped,False
ACAP3,Q96P50,1,HGNC_symbol,False
ACAT1,P24752,1,HGNC_symbol,True
ACAT2,Q9BWD1,1,HGNC_symbol,False
ACBD3,Q9H3P7,1,HGNC_symbol,False
ACBD4,Q8NC06,1,HGNC_symbol,False
ACBD5,Q5T8D3,1,HGNC_symbol,True
ACBD6,Q9BR61,1,HGNC_symbol,True
ACBD7,Q8N6N7,1,HGNC_symbol,True
ACCS,Q96QU6,1,HGNC_symbol,False
ACCSL,Q4AC99,1,HGNC_symbol,False
ACD,Q96AP0,1,HGNC_symbol,False
ACE,P12821,1,HGNC_symbol,False
ACE2,Q9BYF1,1,HGNC_symbol,True
ACER1,Q8TDN7,1,HGNC_symbol,False
ACER2,Q5QJU3,1,HGNC_symbol,False
ACER3,Q9NUN7,1,HGNC_symbol,True
ACHE,P22303,1,HGNC_symbol,False
ACIN1,Q9UKV3,1,HGNC_symbol,False
ACKR1,Q16570,1,HGNC_symbol,True
ACKR2,O00590,1,HGNC_symbol,False
ACKR3,P25106,1,HGNC_symbol,False
ACKR4,Q9NPB9,1,HGNC_symbol,True
ACLY,P53396,1,HGNC_symbol,False
ACMSD,Q8TDX5,1,HGNC_symbol,False
ACN9,57001,5,STRING_alias,False
ACO1,P21399,1,HGNC_symbol,True
ACO2,Q99798,1,HGNC_symbol,False
ACOD1,A6NK06,1,HGNC_symbol,False
ACOT1,Q86TX2,1,HGNC_symbol,True
ACOT11,Q8WXI4,1,HGNC_symbol,False
ACOT12,Q8WYK0,1,HGNC_symbol,False
ACOT13,Q9NPJ3,1,HGNC_symbol,True
ACOT2,P49753,1,HGNC_symbol,True
ACOT4,Q8N9L9,1,HGNC_symbol,True
ACOT6,Q3I5F7,1,HGNC_symbol,True
ACOT7,O00154,1,HGNC_symbol,True
ACOT8,O14734,1,HGNC_symbol,False
ACOT9,Q9Y305,1,HGNC_symbol,True
ACOX1,Q15067,1,HGNC_symbol,False
ACOX2,Q99424,1,HGNC_symbol,True
ACOX3,O15254,1,HGNC_symbol,False
ACOXL,Q9NUZ1,1,HGNC_symbol,True
ACP1,P24666,1,HGNC_symbol,False
ACP2,P11117,1,HGNC_symbol,True
ACP3,P15309,1,HGNC_symbol,True
ACP4,Q9BZG2,1,HGNC_symbol,False
ACP5,P13686,1,HGNC_symbol,False
ACP6,Q9NPH0,1,HGNC_symbol,False
ACP7,Q6ZNF0,1,HGNC_symbol,False
ACPL2,2-phosphoxylose phosphatase 1,5,STRING_alias,False
ACPP,1CVI,5,STRING_alias,False
ACR,P10323,1,HGNC_symbol,False
ACRBP,Q8NEB7,1,HGNC_symbol,True
ACRC,93953,5,STRING_alias,False
ACRV1,P26436,1,HGNC_symbol,True
ACSBG1,Q96GR2,1,HGNC_symbol,False
ACSBG2,Q5FVE4,1,HGNC_symbol,False
ACSF2,Q96CM8,1,HGNC_symbol,True
ACSF3,Q4G176,1,HGNC_symbol,False
ACSL1,P33121,1,HGNC_symbol,True
ACSL3,O95573,1,HGNC_symbol,False
ACSL4,O60488,1,HGNC_symbol,False
ACSL5,Q9ULC5,1,HGNC_symbol,False
ACSL6,Q9UKU0,1,HGNC_symbol,False
ACSM1,Q08AH1,1,HGNC_symbol,True
ACSM2A,Q08AH3,1,HGNC_symbol,True
ACSM2B,Q68CK6,1,HGNC_symbol,False
ACSM3,Q53FZ2,1,HGNC_symbol,False
ACSM4,P0C7M7,1,HGNC_symbol,False
ACSM5,Q6NUN0,1,HGNC_symbol,False
ACSM6,Q6P461,1,HGNC_symbol,False
ACSS1,Q9NUB1,1,HGNC_symbol,False
ACSS2,Q9NR19,1,HGNC_symbol,False
ACSS3,Q9H6R3,1,HGNC_symbol,False
ACTA1,P68133,1,HGNC_symbol,False
ACTA2,P62736,1,HGNC_symbol,True
ACTA2-AS1,,0,unmapped,False
ACTB,P60709,1,HGNC_symbol,False
ACTBL2,Q562R1,1,HGNC_symbol,False
ACTBP1,,0,unmapped,False
ACTBP11,,0,unmapped,False
ACTBP2,,0,unmapped,False
ACTBP7,,0,unmapped,False
ACTBP8,,0,unmapped,False
ACTBP9,,0,unmapped,False
ACTC1,P68032,1,HGNC_symbol,False
ACTG1,P63261,1,HGNC_symbol,False
ACTG1P1,,0,unmapped,False
ACTG1P3,,0,unmapped,False
ACTG1P9,,0,unmapped,False
ACTG2,P63267,1,HGNC_symbol,False
ACTL10,Q5JWF8,1,HGNC_symbol,False
ACTL6A,O96019,1,HGNC_symbol,False
ACTL6B,O94805,1,HGNC_symbol,False
ACTL7A,Q9Y615,1,HGNC_symbol,True
ACTL7B,Q9Y614,1,HGNC_symbol,False
ACTL8,Q9H568,1,HGNC_symbol,False
ACTL9,Q8TC94,1,HGNC_symbol,False
ACTMAP,Q5BKX5,1,HGNC_symbol,False
ACTN1,P12814,1,HGNC_symbol,False
ACTN1-AS1,,0,unmapped,False
ACTN2,P35609,1,HGNC_symbol,False
ACTN3,Q08043,1,HGNC_symbol,False
ACTN4,O43707,1,HGNC_symbol,True
ACTN4P1,,0,unmapped,False
ACTR10,Q9NZ32,1,HGNC_symbol,False
ACTR1A,P61163,1,HGNC_symbol,True
ACTR1B,P42025,1,HGNC_symbol,False
ACTR2,P61160,1,HGNC_symbol,False
ACTR3,P61158,1,HGNC_symbol,False
ACTR3B,Q9P1U1,1,HGNC_symbol,False
ACTR3C,Q9C0K3,1,HGNC_symbol,False
ACTR3P2,,0,unmapped,False
ACTR5,Q9H9F9,1,HGNC_symbol,False
ACTR6,Q9GZN1,1,HGNC_symbol,False
ACTR8,Q9H981,1,HGNC_symbol,True
ACTRT1,Q8TDG2,1,HGNC_symbol,False
ACTRT2,Q8TDY3,1,HGNC_symbol,True
ACTRT3,Q9BYD9,1,HGNC_symbol,True
ACVR1,Q04771,1,HGNC_symbol,False
ACVR1B,P36896,1,HGNC_symbol,True
ACVR1C,Q8NER5,1,HGNC_symbol,True
ACVR2A,P27037,1,HGNC_symbol,False
ACVR2B,Q13705,1,HGNC_symbol,False
ACVR2B-AS1,,0,unmapped,False
ACVRL1,P37023,1,HGNC_symbol,False
ACY1,Q03154,1,HGNC_symbol,False
ACY3,Q96HD9,1,HGNC_symbol,True
ACYP1,P07311,1,HGNC_symbol,False
ACYP2,P14621,1,HGNC_symbol,False
AD000090.2,,0,unmapped,False
AD000092.3,,0,unmapped,False
ADA,P00813,1,HGNC_symbol,True
ADA2,Q9NZK5,1,HGNC_symbol,True
ADAD1,Q96M93,1,HGNC_symbol,False
ADAD2,Q8NCV1,1,HGNC_symbol,False
ADAL,161823,5,STRING_alias,False
ADAM10,O14672,1,HGNC_symbol,False
ADAM11,O75078,1,HGNC_symbol,True
ADAM12,O43184,1,HGNC_symbol,False
ADAM15,Q13444,1,HGNC_symbol,False
ADAM17,P78536,1,HGNC_symbol,False
ADAM18,Q9Y3Q7,1,HGNC_symbol,True
ADAM19,Q9H013,1,HGNC_symbol,True
ADAM1A,,0,unmapped,False
ADAM2,Q99965,1,HGNC_symbol,False
ADAM20,O43506,1,HGNC_symbol,True
ADAM21,Q9UKJ8,1,HGNC_symbol,True
ADAM22,Q9P0K1,1,HGNC_symbol,True
ADAM23,O75077,1,HGNC_symbol,False
ADAM28,Q9UKQ2,1,HGNC_symbol,True
ADAM29,Q9UKF5,1,HGNC_symbol,False
ADAM30,Q9UKF2,1,HGNC_symbol,False
ADAM32,Q8TC27,1,HGNC_symbol,True
ADAM33,Q9BZ11,1,HGNC_symbol,True
ADAM7,Q9H2U9,1,HGNC_symbol,False
ADAM8,P78325,1,HGNC_symbol,False
ADAM9,Q13443,1,HGNC_symbol,False
ADAMDEC1,O15204,1,HGNC_symbol,False
ADAMTS1,Q9UHI8,1,HGNC_symbol,False
ADAMTS10,Q9H324,1,HGNC_symbol,False
ADAMTS12,P58397,1,HGNC_symbol,False
ADAMTS13,Q76LX8,1,HGNC_symbol,False
ADAMTS14,Q8WXS8,1,HGNC_symbol,False
ADAMTS15,Q8TE58,1,HGNC_symbol,False
ADAMTS16,Q8TE57,1,HGNC_symbol,False
ADAMTS17,Q8TE56,1,HGNC_symbol,False
ADAMTS18,Q8TE60,1,HGNC_symbol,False
ADAMTS19,Q8TE59,1,HGNC_symbol,False
ADAMTS2,O95450,1,HGNC_symbol,False
ADAMTS20,P59510,1,HGNC_symbol,False
ADAMTS3,O15072,1,HGNC_symbol,False
ADAMTS4,O75173,1,HGNC_symbol,False
ADAMTS5,Q9UNA0,1,HGNC_symbol,False
ADAMTS6,Q9UKP5,1,HGNC_symbol,False
ADAMTS7,Q9UKP4,1,HGNC_symbol,False
ADAMTS7P4,,0,unmapped,False
ADAMTS8,Q9UP79,1,HGNC_symbol,True
ADAMTS9,Q9P2N4,1,HGNC_symbol,False
ADAMTSL1,Q8N6G6,1,HGNC_symbol,False
ADAMTSL2,Q86TH1,1,HGNC_symbol,False
ADAMTSL3,P82987,1,HGNC_symbol,False
ADAMTSL4,Q6UY14,1,HGNC_symbol,False
ADAMTSL4-AS1,Q5T5F5,1,HGNC_symbol,False
ADAMTSL5,Q6ZMM2,1,HGNC_symbol,False
ADAP1,O75689,1,HGNC_symbol,True
ADAP2,Q9NPF8,1,HGNC_symbol,False
ADAR,P55265,1,HGNC_symbol,False
ADARB1,P78563,1,HGNC_symbol,True
ADARB2,Q9NS39,1,HGNC_symbol,False
ADAT1,Q9BUB4,1,HGNC_symbol,True
ADAT2,Q7Z6V5,1,HGNC_symbol,True
ADAT3,Q96EY9,1,HGNC_symbol,False
ADC,339896,5,STRING_alias,False
ADCK1,Q86TW2,1,HGNC_symbol,True
ADCK2,Q7Z695,1,HGNC_symbol,False
ADCK3,2.7.-.-,5,STRING_alias,False
ADCK4,2.7.-.-,5,STRING_alias,False
ADCK5,Q3MIX3,1,HGNC_symbol,False
ADCY1,Q08828,1,HGNC_symbol,False
ADCY10,Q96PN6,1,HGNC_symbol,False
ADCY10P1,,0,unmapped,False
ADCY2,Q08462,1,HGNC_symbol,False
ADCY3,O60266,1,HGNC_symbol,False
ADCY4,Q8NFM4,1,HGNC_symbol,False
ADCY5,O95622,1,HGNC_symbol,False
ADCY6,O43306,1,HGNC_symbol,False
ADCY7,P51828,1,HGNC_symbol,False
ADCY8,P40145,1,HGNC_symbol,False
ADCY9,O60503,1,HGNC_symbol,False
ADCYAP1,P18509,1,HGNC_symbol,True
ADCYAP1R1,P41586,1,HGNC_symbol,False
ADD1,P35611,1,HGNC_symbol,True
ADD2,P35612,1,HGNC_symbol,True
ADD3,Q9UEY8,1,HGNC_symbol,True
ADGB,Q8N7X0,1,HGNC_symbol,False
ADGRA1,Q86SQ6,1,HGNC_symbol,True
ADGRA2,Q96PE1,1,HGNC_symbol,False
ADGRA3,Q8IWK6,1,HGNC_symbol,False
ADGRB1,O14514,1,HGNC_symbol,False
ADGRB2,O60241,1,HGNC_symbol,False
ADGRB3,O60242,1,HGNC_symbol,False
ADGRD1,Q6QNK2,1,HGNC_symbol,False
ADGRD2,Q7Z7M1,1,HGNC_symbol,True
ADGRE1,Q14246,1,HGNC_symbol,False
ADGRE2,Q9UHX3,1,HGNC_symbol,False
ADGRE3,Q9BY15,1,HGNC_symbol,True
ADGRE5,P48960,1,HGNC_symbol,False
ADGRF1,Q5T601,1,HGNC_symbol,False
ADGRF3,Q8IZF5,1,HGNC_symbol,False
ADGRF4,Q8IZF3,1,HGNC_symbol,True
ADGRF5,Q8IZF2,1,HGNC_symbol,False
ADGRG1,Q9Y653,1,HGNC_symbol,False
ADGRG2,Q8IZP9,1,HGNC_symbol,True
ADGRG3,Q86Y34,1,HGNC_symbol,False
ADGRG4,Q8IZF6,1,HGNC_symbol,False
ADGRG5,Q8IZF4,1,HGNC_symbol,False
ADGRG6,Q86SQ4,1,HGNC_symbol,False
ADGRG7,Q96K78,1,HGNC_symbol,False
ADGRL1,O94910,1,HGNC_symbol,False
ADGRL2,O95490,1,HGNC_symbol,False
ADGRL3,Q9HAR2,1,HGNC_symbol,False
ADGRL4,Q9HBW9,1,HGNC_symbol,False
ADGRV1,Q8WXG9,1,HGNC_symbol,False
ADH1A,P07327,1,HGNC_symbol,True
ADH1B,P00325,1,HGNC_symbol,True
ADH1C,P00326,1,HGNC_symbol,True
ADH4,P08319,1,HGNC_symbol,False
ADH5,P11766,1,HGNC_symbol,True
ADH5P4,,0,unmapped,False
ADH6,P28332,1,HGNC_symbol,False
ADH7,P40394,1,HGNC_symbol,False
ADHFE1,Q8IWW8,1,HGNC_symbol,False
ADI1,Q9BV57,1,HGNC_symbol,False
ADIG,Q0VDE8,1,HGNC_symbol,False
ADIPOQ,Q15848,1,HGNC_symbol,True
ADIPOR1,Q96A54,1,HGNC_symbol,True
ADIPOR2,Q86V24,1,HGNC_symbol,False
ADIRF,Q15847,1,HGNC_symbol,False
ADIRF-AS1,,0,unmapped,False
ADISSP,Q9GZN8,1,HGNC_symbol,False
ADK,P55263,1,HGNC_symbol,False
ADM,P35318,1,HGNC_symbol,True
ADM2,Q7Z4H4,1,HGNC_symbol,False
ADM5,C9JUS6,1,HGNC_symbol,False
ADNP,Q9H2P0,1,HGNC_symbol,False
ADNP2,Q6IQ32,1,HGNC_symbol,False
ADO,Q96SZ5,1,HGNC_symbol,True
ADORA1,P30542,1,HGNC_symbol,True
ADORA2A,P29274,1,HGNC_symbol,True
ADORA2A-AS1,P86434,1,HGNC_symbol,False
ADORA2B,P29275,1,HGNC_symbol,False
ADORA3,P0DMS8,1,HGNC_symbol,True
ADPGK,Q9BRR6,1,HGNC_symbol,True
ADPGK-AS1,,0,unmapped,False
ADPRH,P54922,1,HGNC_symbol,False
ADPRHL1,Q8NDY3,1,HGNC_symbol,True
ADPRHL2,2FOZ,5,STRING_alias,False
ADPRM,Q3LIE5,1,HGNC_symbol,True
ADPRS,Q9NX46,1,HGNC_symbol,False
ADRA1A,P35348,1,HGNC_symbol,True
ADRA1B,P35368,1,HGNC_symbol,True
ADRA1D,P25100,1,HGNC_symbol,True
ADRA2A,P08913,1,HGNC_symbol,True
ADRA2B,P18089,1,HGNC_symbol,False
ADRA2C,P18825,1,HGNC_symbol,True
ADRB1,P08588,1,HGNC_symbol,True
ADRB2,P07550,1,HGNC_symbol,False
ADRB3,P13945,1,HGNC_symbol,True
ADRBK1,156,5,STRING_alias,False
ADRBK2,157,5,STRING_alias,False
ADRM1,Q16186,1,HGNC_symbol,True
ADSL,P30566,1,HGNC_symbol,True
ADSS,159,5,STRING_alias,False
ADSS1,Q8N142,1,HGNC_symbol,False
ADSS2,P30520,1,HGNC_symbol,False
ADSSL1,122622,5,STRING_alias,False
ADTRP,Q96IZ2,1,HGNC_symbol,False
AE000658.25,,0,unmapped,False
AE000661.37,,0,unmapped,False
AE000662.92,,0,unmapped,False
AEBP1,Q8IUX7,1,HGNC_symbol,False
AEBP2,Q6ZN18,1,HGNC_symbol,True
AEN,Q8WTP8,1,HGNC_symbol,True
AES,166,5,STRING_alias,False
AF001548.5,,0,unmapped,False
AF001548.6,,0,unmapped,False
AF011889.2,,0,unmapped,False
AF064858.11,,0,unmapped,False
AF064858.6,,0,unmapped,False
AF064858.7,,0,unmapped,False
AF064858.8,,0,unmapped,False
AF127936.5,,0,unmapped,False
AF127936.7,,0,unmapped,False
AF129075.5,,0,unmapped,False
AF131215.2,,0,unmapped,False
AF131215.3,,0,unmapped,False
AF131215.4,,0,unmapped,False
AF131215.5,,0,unmapped,False
AF131215.9,,0,unmapped,False
AF131217.1,,0,unmapped,False
AF146191.4,,0,unmapped,False
AF196970.3,,0,unmapped,False
AF196972.4,,0,unmapped,False
AF213884.2,,0,unmapped,False
AFAP1,Q8N556,1,HGNC_symbol,False
AFAP1-AS1,,0,unmapped,False
AFAP1L1,Q8TED9,1,HGNC_symbol,False
AFAP1L2,Q8N4X5,1,HGNC_symbol,True
AFDN,P55196,1,HGNC_symbol,False
AFF1,P51825,1,HGNC_symbol,False
AFF2,P51816,1,HGNC_symbol,False
AFF3,P51826,1,HGNC_symbol,False
AFF4,Q9UHB7,1,HGNC_symbol,False
AFG1L,Q8WV93,1,HGNC_symbol,False
AFG2A,Q8NB90,1,HGNC_symbol,False
AFG2B,Q9BVQ7,1,HGNC_symbol,False
AFG3L1P,,0,unmapped,False
AFG3L2,Q9Y4W6,1,HGNC_symbol,False
AFG3L2P1,,0,unmapped,False
AFM,P43652,1,HGNC_symbol,True
AFMID,Q63HM1,1,HGNC_symbol,False
AFP,P02771,1,HGNC_symbol,False
AFTPH,Q6ULP2,1,HGNC_symbol,False
AGA,P20933,1,HGNC_symbol,False
AGAP1,Q9UPQ3,1,HGNC_symbol,False
AGAP10,,0,unmapped,False
AGAP2,Q99490,1,HGNC_symbol,False
AGAP2-AS1,,0,unmapped,False
AGAP3,Q96P47,1,HGNC_symbol,False
AGAP4,Q96P64,1,HGNC_symbol,True
AGAP5,A6NIR3,1,HGNC_symbol,False
AGAP6,Q5VW22,1,HGNC_symbol,True
AGAP7,,0,unmapped,False
AGAP8,119016,5,STRING_alias,False
AGAP9,Q5VTM2,1,HGNC_symbol,False
AGBL1,Q96MI9,1,HGNC_symbol,False
AGBL2,Q5U5Z8,1,HGNC_symbol,True
AGBL3,Q8NEM8,1,HGNC_symbol,False
AGBL4,Q5VU57,1,HGNC_symbol,False
AGBL5,Q8NDL9,1,HGNC_symbol,False
AGER,Q15109,1,HGNC_symbol,False
AGFG1,P52594,1,HGNC_symbol,True
AGFG2,O95081,1,HGNC_symbol,False
AGGF1,Q8N302,1,HGNC_symbol,True
AGGF1P1,,0,unmapped,False
AGGF1P2,,0,unmapped,False
AGK,Q53H12,1,HGNC_symbol,False
AGL,P35573,1,HGNC_symbol,False
AGMAT,Q9BSE5,1,HGNC_symbol,True
AGMO,Q6ZNB7,1,HGNC_symbol,False
AGO1,Q9UL18,1,HGNC_symbol,True
AGO2,Q9UKV8,1,HGNC_symbol,True
AGO3,Q9H9G7,1,HGNC_symbol,True
AGO4,Q9HCK5,1,HGNC_symbol,False
AGPAT1,Q99943,1,HGNC_symbol,False
AGPAT2,O15120,1,HGNC_symbol,True
AGPAT3,Q9NRZ7,1,HGNC_symbol,True
AGPAT4,Q9NRZ5,1,HGNC_symbol,False
AGPAT5,Q9NUQ2,1,HGNC_symbol,True
AGPAT6,1-AGP acyltransferase 6,5,STRING_alias,False
AGPAT9,1-AGP acyltransferase 9,5,STRING_alias,False
AGPS,O00116,1,HGNC_symbol,False
AGR2,O95994,1,HGNC_symbol,False
AGR3,Q8TD06,1,HGNC_symbol,True
AGRN,O00468,1,HGNC_symbol,False
AGRP,O00253,1,HGNC_symbol,True
AGT,P01019,1,HGNC_symbol,False
AGTPBP1,Q9UPW5,1,HGNC_symbol,False
AGTR1,P30556,1,HGNC_symbol,False
AGTR2,P50052,1,HGNC_symbol,False
AGTRAP,Q6RW13,1,HGNC_symbol,False
AGXT,P21549,1,HGNC_symbol,False
AGXT2,Q9BYV1,1,HGNC_symbol,False
AHCTF1,Q8WYP5,1,HGNC_symbol,False
AHCTF1P1,,0,unmapped,False
AHCY,P23526,1,HGNC_symbol,False
AHCYL1,O43865,1,HGNC_symbol,False
AHCYL2,Q96HN2,1,HGNC_symbol,False
AHCYP1,,0,unmapped,False
AHDC1,Q5TGY3,1,HGNC_symbol,False
AHI1,Q8N157,1,HGNC_symbol,False
AHNAK,Q09666,1,HGNC_symbol,False
AHNAK2,Q8IVF2,1,HGNC_symbol,False
AHR,P35869,1,HGNC_symbol,False
AHRR,A9YTQ3,1,HGNC_symbol,True
AHSA1,O95433,1,HGNC_symbol,True
AHSA2,,0,unmapped,False
AHSG,P02765,1,HGNC_symbol,True
AHSP,Q9NZD4,1,HGNC_symbol,True
AICDA,Q9GZX7,1,HGNC_symbol,False
AIDA,Q96BJ3,1,HGNC_symbol,False
AIF1,P55008,1,HGNC_symbol,True
AIF1L,Q9BQI0,1,HGNC_symbol,False
AIFM1,O95831,1,HGNC_symbol,True
AIFM2,Q9BRQ8,1,HGNC_symbol,False
AIFM3,Q96NN9,1,HGNC_symbol,True
AIG1,Q9NVV5,1,HGNC_symbol,True
AIM1,51151,5,STRING_alias,False
AIM1L,55057,5,STRING_alias,False
AIM2,O14862,1,HGNC_symbol,True
AIMP1,Q12904,1,HGNC_symbol,False
AIMP2,Q13155,1,HGNC_symbol,False
AIP,O00170,1,HGNC_symbol,False
AIPL1,Q9NZN9,1,HGNC_symbol,False
AIRE,O43918,1,HGNC_symbol,False
AIRIM,Q9NX04,1,HGNC_symbol,True
AJ006998.2,,0,unmapped,False
AJAP1,Q9UKB5,1,HGNC_symbol,False
AJM1,C9J069,1,HGNC_symbol,False
AJUBA,Q96IF1,1,HGNC_symbol,False
AK1,P00568,1,HGNC_symbol,False
AK2,P54819,1,HGNC_symbol,True
AK2P2,,0,unmapped,False
AK3,Q9UIJ7,1,HGNC_symbol,False
AK3P3,,0,unmapped,False
AK4,P27144,1,HGNC_symbol,False
AK4P1,,0,unmapped,False
AK5,Q9Y6K8,1,HGNC_symbol,True
AK6,Q9Y3D8,1,HGNC_symbol,False
AK7,Q96M32,1,HGNC_symbol,True
AK8,Q96MA6,1,HGNC_symbol,False
AK9,Q5TCS8,1,HGNC_symbol,False
AKAIN1,P0CW23,1,HGNC_symbol,True
AKAP1,Q92667,1,HGNC_symbol,True
AKAP10,O43572,1,HGNC_symbol,True
AKAP11,Q9UKA4,1,HGNC_symbol,False
AKAP12,Q02952,1,HGNC_symbol,False
AKAP13,Q12802,1,HGNC_symbol,False
AKAP14,Q86UN6,1,HGNC_symbol,False
AKAP17A,Q02040,1,HGNC_symbol,False
AKAP2,445815,5,STRING_alias,False
AKAP3,O75969,1,HGNC_symbol,True
AKAP4,Q5JQC9,1,HGNC_symbol,False
AKAP5,P24588,1,HGNC_symbol,True
AKAP6,Q13023,1,HGNC_symbol,False
AKAP7,Q9P0M2,1,HGNC_symbol,False
AKAP8,O43823,1,HGNC_symbol,False
AKAP8L,Q9ULX6,1,HGNC_symbol,True
AKAP9,Q99996,1,HGNC_symbol,False
AKIP1,Q9NQ31,1,HGNC_symbol,False
AKIRIN1,Q9H9L7,1,HGNC_symbol,False
AKIRIN2,Q53H80,1,HGNC_symbol,False
AKNA,Q7Z591,1,HGNC_symbol,False
AKNAD1,Q5T1N1,1,HGNC_symbol,False
AKR1A1,P14550,1,HGNC_symbol,True
AKR1B1,P15121,1,HGNC_symbol,False
AKR1B10,O60218,1,HGNC_symbol,True
AKR1B15,C9JRZ8,1,HGNC_symbol,True
AKR1C1,Q04828,1,HGNC_symbol,False
AKR1C2,P52895,1,HGNC_symbol,False
AKR1C3,P42330,1,HGNC_symbol,False
AKR1C4,P17516,1,HGNC_symbol,True
AKR1C6P,,0,unmapped,False
AKR1C7P,,0,unmapped,False
AKR1C8,Q5T2L2,1,HGNC_symbol,True
AKR1D1,P51857,1,HGNC_symbol,False
AKR1E2,Q96JD6,1,HGNC_symbol,False
AKR7A2,O43488,1,HGNC_symbol,False
AKR7A3,O95154,1,HGNC_symbol,False
AKR7L,Q8NHP1,1,HGNC_symbol,True
AKT1,P31749,1,HGNC_symbol,False
AKT1S1,Q96B36,1,HGNC_symbol,False
AKT2,P31751,1,HGNC_symbol,True
AKT3,Q9Y243,1,HGNC_symbol,False
AKT3-IT1,,0,unmapped,False
AKTIP,Q9H8T0,1,HGNC_symbol,False
AL020996.1,,0,unmapped,False
AL021068.1,,0,unmapped,False
AL022341.3,,0,unmapped,False
AL031663.2,,0,unmapped,False
AL049542.1,,0,unmapped,False
AL049758.2,,0,unmapped,False
AL049829.1,,0,unmapped,False
AL049840.1,,0,unmapped,False
AL109806.1,,0,unmapped,False
AL118506.1,,0,unmapped,False
AL122127.1,,0,unmapped,False
AL122127.2,,0,unmapped,False
AL122127.25,,0,unmapped,False
AL122127.3,,0,unmapped,False
AL122127.4,,0,unmapped,False
AL133245.2,,0,unmapped,False
AL133458.1,,0,unmapped,False
AL133493.2,,0,unmapped,False
AL136376.1,,0,unmapped,False
AL136419.6,,0,unmapped,False
AL137059.1,,0,unmapped,False
AL137127.1,,0,unmapped,False
AL139099.1,,0,unmapped,False
AL139377.1,,0,unmapped,False
AL157871.2,,0,unmapped,False
AL161626.1,,0,unmapped,False
AL161645.2,,0,unmapped,False
AL161915.1,,0,unmapped,False
AL162151.3,,0,unmapped,False
AL163953.3,,0,unmapped,False
AL353354.1,,0,unmapped,False
AL353671.3,,0,unmapped,False
AL353898.2,,0,unmapped,False
AL354718.1,,0,unmapped,False
AL354822.1,,0,unmapped,False
AL355490.1,,0,unmapped,False
AL356585.2,,0,unmapped,False
AL356585.3,,0,unmapped,False
AL356776.1,,0,unmapped,False
AL357673.1,,0,unmapped,False
AL358813.1,,0,unmapped,False
AL359091.2,,0,unmapped,False
AL359195.1,,0,unmapped,False
AL390877.1,,0,unmapped,False
AL391994.1,,0,unmapped,False
AL392086.1,,0,unmapped,False
AL441883.1,,0,unmapped,False
AL450992.2,,0,unmapped,False
