edge_id,source_raw,target_raw,edge_type,source_hgnc,target_hgnc,source_uniprot,target_uniprot,delta,abs_delta,is_top_decile,depmap_target_gene_effect_median,target_frac_essential,target_is_common_essential,drug_target_support,refusal_reason
2B6H::3QWM::ppi,2B6H,3QWM,ppi,ARF5,IQSEC1,P26437,O94863,-0.03125,0.03125,False,-0.0586682441789714,0.0009132420091324,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
2B6H::1OIV::ppi,2B6H,1OIV,ppi,ARF5,RAB11A,P26437,B2R4B6,-0.03125,0.03125,False,-0.2177161986221812,0.1251141552511415,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
2B6H::1Z6X::ppi,2B6H,1Z6X,ppi,ARF5,ARF4,P26437,B2R7J7,-0.03125,0.03125,False,-0.6711850738986568,0.6977168949771689,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
2B6H::8853::ppi,2B6H,8853,ppi,ARF5,ASAP2,P26437,D6W4Y8,-0.03125,0.03125,False,0.0881419491994664,0.0,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1JUQ::1JPL::ppi,1JUQ,1JPL,ppi,M6PR,IGF2R,A8K528,P11717,-0.03125,0.03125,False,0.0819061418953271,0.0,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1N1A::40 kDa peptidyl-prolyl cis-trans isomerase::ppi,1N1A,40 kDa peptidyl-prolyl cis-trans isomerase,ppi,FKBP4,PPID,D3DUQ1,B2R9V2,-0.03125,0.03125,False,0.0874711823565961,0.0,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1N1A::1A28::ppi,1N1A,1A28,ppi,FKBP4,PGR,D3DUQ1,A7LQ08,-0.03125,0.03125,False,-0.0001306078933295,0.0009132420091324,False,True,downstream_gene_not_common_essential
1N1A::1H10::ppi,1N1A,1H10,ppi,FKBP4,AKT1,D3DUQ1,B2RAM5,-0.03125,0.03125,False,-0.0908290156554918,0.0301369863013698,False,True,downstream_gene_not_common_essential
1N1A::1179::ppi,1N1A,1179,ppi,FKBP4,CLCA1,D3DUQ1,A8K7I4,-0.03125,0.03125,False,0.0107948281283605,0.0,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
2B6H::1314::ppi,2B6H,1314,ppi,ARF5,COPA,P26437,P53621,-0.03125,0.03125,False,-2.1024153918461392,1.0,True,False,no_drug_target_evidence
2B6H::4D0G::ppi,2B6H,4D0G,ppi,ARF5,RAB11FIP1,P26437,J3KNP0,-0.03125,0.03125,False,0.1842025790736396,0.0,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1N1A::1147::ppi,1N1A,1147,ppi,FKBP4,CHUK,D3DUQ1,O14666,-0.03125,0.03125,False,-0.0549258067207954,0.0328767123287671,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1080::2.7.11.1::ppi,1080,2.7.11.1,ppi,CFTR,MAP4K5,P13569,A0A0A0MQR1,-0.03125,0.03125,False,,,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1080::2M3O::ppi,1080,2M3O,ppi,CFTR,SCNN1A,P13569,A5X2U9,-0.03125,0.03125,False,-0.0026710633284759,0.0009132420091324,False,True,downstream_gene_not_common_essential
1080::2.3.2.27::ppi,1080,2.3.2.27,ppi,CFTR,UBR7,P13569,Q86U21,-0.03125,0.03125,False,0.030208743849316,0.0,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
2519::2517::ppi,2519,2517,ppi,FUCA2,FUCA1,E9PEB6,B2RBG3,-0.03125,0.03125,False,-0.1443414019421804,0.0100456621004566,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1ZRH::2.8.2.2::ppi,1ZRH,2.8.2.2,ppi,HS3ST1,SULT2B1,B3KUA6,O00204,-0.03125,0.03125,False,-0.1785459713663965,0.0009132420091324,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
2.1.1.320::E9PJQ6::ppi,2.1.1.320,E9PJQ6,ppi,NDUFAF7,TMEM126B,Q7L592,A8K535,-0.03125,0.03125,False,-0.0798315488145427,0.0073059360730593,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1ZRH::2-O-sulfotransferase::ppi,1ZRH,2-O-sulfotransferase,ppi,HS3ST1,HS2ST1,B3KUA6,D3DT22,-0.03125,0.03125,False,-0.0637560757762795,0.0127853881278538,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
2.1.1.320::4698::ppi,2.1.1.320,4698,ppi,NDUFAF7,NDUFA5,Q7L592,B2RD98,-0.03125,0.03125,False,-0.292739249153756,0.1579908675799086,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
6405::4E74::ppi,6405,4E74,ppi,SEMA3F,PLXNA4,C9JQ85,A4D1N6,-0.03125,0.03125,False,0.0735616016721008,0.0009132420091324,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
6405::23129::ppi,6405,23129,ppi,SEMA3F,PLXND1,C9JQ85,A7E2C6,-0.03125,0.03125,False,0.0236589198451428,0.0009132420091324,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1080::5'-AMP-activated protein kinase subunit gamma-2::ppi,1080,5'-AMP-activated protein kinase subunit gamma-2,ppi,CFTR,PRKAG2,P13569,Q53Y07,-0.03125,0.03125,False,0.0757486546115976,0.0027397260273972,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1080::2H2B::ppi,1080,2H2B,ppi,CFTR,TJP1,P13569,B4E3K1,-0.03125,0.03125,False,-0.0909439319197985,0.010958904109589,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1080::55107::ppi,1080,55107,ppi,CFTR,ANO1,P13569,A8KAM3,-0.03125,0.03125,False,-0.129018803261235,0.010958904109589,False,True,downstream_gene_not_common_essential
1080::2.7.11.1::ppi,1080,2.7.11.1,ppi,CFTR,MAP4K5,P13569,A0A0A0MQR1,-0.03125,0.03125,False,,,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1080::1BYQ::ppi,1080,1BYQ,ppi,CFTR,HSP90AA1,P13569,A8K500,-0.03125,0.03125,False,-0.2983479945631918,0.1013698630136986,False,True,downstream_gene_not_common_essential
1080::2984::ppi,1080,2984,ppi,CFTR,GUCY2C,P13569,B2RMY6,-0.03125,0.03125,False,-0.0128293598157446,0.0,False,True,downstream_gene_not_common_essential
2.1.1.320::137682::ppi,2.1.1.320,137682,ppi,NDUFAF7,NDUFAF6,Q7L592,A8MT28,-0.0625,0.0625,False,-0.1335418515601465,0.0684931506849315,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1.14.13.-::1.14.14.1::ppi,1.14.13.-,1.14.14.1,ppi,CYP26B1,CYP4F3,B2R8M7,B7Z8Z3,-0.0625,0.0625,False,0.0475201816635451,0.0,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1080::1NI2::ppi,1080,1NI2,ppi,CFTR,EZR,P13569,E1P5A8,-0.0625,0.0625,False,0.0305691420222779,0.0027397260273972,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1080::1811::ppi,1080,1811,ppi,CFTR,SLC26A3,P13569,P40879,-0.0625,0.0625,False,-0.0361147447636254,0.0018264840182648,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1080::2.7.11.11::ppi,1080,2.7.11.11,ppi,CFTR,PRKX,P13569,P51817,-0.0625,0.0625,False,0.0741980818806826,0.0009132420091324,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1080::10598::ppi,1080,10598,ppi,CFTR,AHSA1,P13569,B2R9L2,-0.0625,0.0625,False,-0.0531452838254054,0.0027397260273972,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1N1A::1HJO::ppi,1N1A,1HJO,ppi,FKBP4,HSPA1B,D3DUQ1,B4E3B6,-0.0625,0.0625,False,,,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1N1A::A8K5I0::ppi,1N1A,A8K5I0,ppi,FKBP4,HSPA1B,D3DUQ1,B4E3B6,-0.0625,0.0625,False,,,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1JUQ::B0QYS5::ppi,1JUQ,B0QYS5,ppi,M6PR,GGA1,A8K528,A8K3D3,-0.0625,0.0625,False,-0.0752876276238519,0.0009132420091324,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
2B6H::1029::ppi,2B6H,1029,ppi,ARF5,CDKN2A,P26437,A5X2G7,-0.0625,0.0625,False,0.1433770370056335,0.0018264840182648,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1N1A::3312::ppi,1N1A,3312,ppi,FKBP4,HSPA8,D3DUQ1,P11142,-0.0625,0.0625,False,-0.7543285969387548,0.8328767123287671,False,True,downstream_gene_not_common_essential
2B6H::116987::ppi,2B6H,116987,ppi,ARF5,AGAP1,P26437,B2RTX7,-0.0625,0.0625,False,0.0269076225143811,0.0,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1N1A::10728::ppi,1N1A,10728,ppi,FKBP4,PTGES3,D3DUQ1,A8K7D0,-0.0625,0.0625,False,-0.2629858418163515,0.0803652968036529,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1.14.13.-::(R)-limonene 6-monooxygenase::ppi,1.14.13.-,(R)-limonene 6-monooxygenase,ppi,CYP26B1,CYP2C9,B2R8M7,P11712,-0.0625,0.0625,False,0.1047404187816496,0.0,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1.14.13.-::1.14.14.1::ppi,1.14.13.-,1.14.14.1,ppi,CYP26B1,CYP4F3,B2R8M7,B7Z8Z3,-0.0625,0.0625,False,0.0475201816635451,0.0,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1.14.13.-::1.14.14.1::ppi,1.14.13.-,1.14.14.1,ppi,CYP26B1,CYP4F3,B2R8M7,B7Z8Z3,-0.0625,0.0625,False,0.0475201816635451,0.0,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1080::1179::ppi,1080,1179,ppi,CFTR,CLCA1,P13569,A8K7I4,-0.0625,0.0625,False,0.0107948281283605,0.0,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1080::3.4.19.12::ppi,1080,3.4.19.12,ppi,CFTR,USP28,P13569,B0YJC0,-0.0625,0.0625,False,0.168231279153523,0.0,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1080::2F15::ppi,1080,2F15,ppi,CFTR,PRKAB2,P13569,A8K9V5,-0.0625,0.0625,False,-0.0656041183452414,0.0082191780821917,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1.14.13.-::10941::ppi,1.14.13.-,10941,ppi,CYP26B1,UGT2A1,B2R8M7,A0A140T9Z0,-0.0625,0.0625,False,0.0390656844483503,0.0,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
2.1.1.320::29078::ppi,2.1.1.320,29078,ppi,NDUFAF7,NDUFAF4,Q7L592,B2R4J5,-0.0625,0.0625,False,-0.3088577824504938,0.1890410958904109,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
2.1.1.320::91942::ppi,2.1.1.320,91942,ppi,NDUFAF7,NDUFAF2,Q7L592,A8K5I1,-0.0625,0.0625,False,-0.1985668195040694,0.0337899543378995,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1ZRH::2.8.2.-::ppi,1ZRH,2.8.2.-,ppi,HS3ST1,GAL3ST2,B3KUA6,Q17RK0,-0.0625,0.0625,False,-0.0627412036763677,0.0009132420091324,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
6405::5361::ppi,6405,5361,ppi,SEMA3F,PLXNA1,C9JQ85,Q9UIW2,-0.0625,0.0625,False,-0.0160973706833991,0.0,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
2.1.1.320::1.-.-.-::ppi,2.1.1.320,1.-.-.-,ppi,NDUFAF7,TP53I3,Q7L592,D6W533,-0.0625,0.0625,False,-0.1964252209536691,0.0045662100456621,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1.14.13.-::1.2.1.36::ppi,1.14.13.-,1.2.1.36,ppi,CYP26B1,ALDH1A2,B2R8M7,B3KY52,-0.0625,0.0625,False,-0.0188002575009431,0.0,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1.14.13.-::2.4.1.17::ppi,1.14.13.-,2.4.1.17,ppi,CYP26B1,UGT2A3,B2R8M7,Q6UWM9,-0.0625,0.0625,False,-0.1186865617062967,0.0036529680365296,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1ZRH::2.8.2.-::ppi,1ZRH,2.8.2.-,ppi,HS3ST1,GAL3ST2,B3KUA6,Q17RK0,-0.0625,0.0625,False,-0.0627412036763677,0.0009132420091324,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
2519::2720::ppi,2519,2720,ppi,FUCA2,GLB1,E9PEB6,B2R7H8,-0.0625,0.0625,False,-0.0409850462435039,0.0036529680365296,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
2B6H::2D7C::ppi,2B6H,2D7C,ppi,ARF5,RAB11A,P26437,B2R4B6,-0.09375,0.09375,True,-0.2177161986221812,0.1251141552511415,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
2B6H::9267::ppi,2B6H,9267,ppi,ARF5,CYTH1,P26437,A6NFW7,-0.09375,0.09375,True,-0.1263090705188117,0.0045662100456621,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1N1A::1E3G::ppi,1N1A,1E3G,ppi,FKBP4,AR,D3DUQ1,A0A0B4J1T2,-0.09375,0.09375,True,0.2050997634765137,0.0018264840182648,False,True,downstream_gene_not_common_essential
6405::55558::ppi,6405,55558,ppi,SEMA3F,PLXNA3,C9JQ85,P51805,-0.09375,0.09375,True,-0.0175547063146884,0.0009132420091324,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1.14.13.-::1.14.14.1::ppi,1.14.13.-,1.14.14.1,ppi,CYP26B1,CYP4F3,B2R8M7,B7Z8Z3,-0.09375,0.09375,True,0.0475201816635451,0.0,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1N1A::1BY7::ppi,1N1A,1BY7,ppi,FKBP4,SERPINB2,D3DUQ1,P05120,-0.09375,0.09375,True,0.1685490052298187,0.0,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1ZRH::2.8.2.-::ppi,1ZRH,2.8.2.-,ppi,HS3ST1,GAL3ST2,B3KUA6,Q17RK0,-0.09375,0.09375,True,-0.0627412036763677,0.0009132420091324,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
"1.14.13.-::1,4-cineole 2-exo-monooxygenase::ppi",1.14.13.-,"1,4-cineole 2-exo-monooxygenase",ppi,CYP26B1,CYP2A6,B2R8M7,A7YAE5,-0.09375,0.09375,True,0.068903310226219,0.0,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1.14.13.-::1.14.13.-::ppi,1.14.13.-,1.14.13.-,ppi,CYP26B1,CYP26B1,B2R8M7,B2R8M7,-0.09375,0.09375,True,0.076940311273525,0.0,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
2.1.1.320::4711::ppi,2.1.1.320,4711,ppi,NDUFAF7,NDUFB5,Q7L592,O43674,-0.09375,0.09375,True,-0.2799287659950239,0.1470319634703196,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
2.1.1.320::5XTI::ppi,2.1.1.320,5XTI,ppi,NDUFAF7,NDUFB4,Q7L592,B2RUY3,-0.09375,0.09375,True,-0.4467126523096056,0.4246575342465753,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1080::NP_056345.3::ppi,1080,NP_056345.3,ppi,CFTR,GORASP2,P13569,B4DKT0,-0.09375,0.09375,True,0.0496641859802773,0.0036529680365296,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1080::5NJ3::ppi,1080,5NJ3,ppi,CFTR,ABCG2,P13569,A0A1W3,-0.09375,0.09375,True,0.0490463231312669,0.0009132420091324,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1080::1GNA::ppi,1080,1GNA,ppi,CFTR,GUCA2A,P13569,Q02747,-0.09375,0.09375,True,-0.2556952385542647,0.0885844748858447,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1JUQ::10618::ppi,1JUQ,10618,ppi,M6PR,TGOLN2,A8K528,B2R686,-0.125,0.125,True,-0.1425305182718066,0.0118721461187214,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1080::1OIV::ppi,1080,1OIV,ppi,CFTR,RAB11A,P13569,B2R4B6,-0.125,0.125,True,-0.2177161986221812,0.1251141552511415,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
1080::15S Mg(2+)-ATPase p97 subunit::ppi,1080,15S Mg(2+)-ATPase p97 subunit,ppi,CFTR,VCP,P13569,B2R5T8,-0.125,0.125,True,-2.6930574043915096,1.0,True,False,no_drug_target_evidence
1080::2316::ppi,1080,2316,ppi,CFTR,FLNA,P13569,E9KL45,-0.125,0.125,True,0.0162478486707531,0.0,False,True,downstream_gene_not_common_essential
1080::R4GNG2::ppi,1080,R4GNG2,ppi,CFTR,AMFR,P13569,P26442,-0.15625,0.15625,True,-0.1382481104938893,0.039269406392694,False,False,downstream_gene_not_common_essential;no_drug_target_evidence
