cell_idx,predicted_mechanism,confidence,prob_drug_efflux,prob_clonal_evolution,prob_immune_escape,prob_microenvironmental
0,immune_escape,0.27033433,0.24906188,0.23576729,0.27033433,0.2448365
1,immune_escape,0.27129126,0.2493224,0.23470414,0.27129126,0.24468225
2,immune_escape,0.27141947,0.24901596,0.23483275,0.27141947,0.24473181
3,immune_escape,0.2693871,0.24792361,0.23850232,0.2693871,0.24418697
4,immune_escape,0.27011308,0.24910592,0.23590778,0.27011308,0.24487326
5,immune_escape,0.27127805,0.24938063,0.234657,0.27127805,0.24468432
6,immune_escape,0.27136427,0.24902974,0.23486239,0.27136427,0.24474357
7,immune_escape,0.27121523,0.2493479,0.23475063,0.27121523,0.24468629
8,immune_escape,0.2712604,0.24933977,0.23471577,0.2712604,0.244684
9,immune_escape,0.2712456,0.24935706,0.23471244,0.2712456,0.24468486
10,immune_escape,0.2712513,0.24934442,0.23471987,0.2712513,0.24468447
11,immune_escape,0.27023596,0.24908125,0.2358307,0.27023596,0.24485211
12,immune_escape,0.2713195,0.24933462,0.2346647,0.2713195,0.24468115
13,immune_escape,0.269014,0.2501339,0.23531076,0.269014,0.24554135
14,immune_escape,0.27062917,0.25021154,0.23402739,0.27062917,0.24513188
15,immune_escape,0.26636818,0.2493144,0.23858851,0.26636818,0.24572903
16,immune_escape,0.27137512,0.24931483,0.23462823,0.27137512,0.2446818
17,immune_escape,0.27108905,0.24937263,0.23484443,0.27108905,0.24469385
18,immune_escape,0.27073228,0.24902567,0.23551922,0.27073228,0.24472286
19,immune_escape,0.27014562,0.24910161,0.23588762,0.27014562,0.24486512
20,immune_escape,0.27011222,0.24910642,0.23590839,0.27011222,0.24487291
21,immune_escape,0.27031177,0.24906628,0.23578195,0.27031177,0.24484003
22,immune_escape,0.27121904,0.24927121,0.23482111,0.27121904,0.24468859
23,immune_escape,0.27101448,0.24947429,0.23472965,0.27101448,0.24478164
24,immune_escape,0.2714172,0.24901652,0.23483396,0.2714172,0.24473229
25,immune_escape,0.27010044,0.2491082,0.23591538,0.27010044,0.24487592
26,immune_escape,0.27194872,0.24918452,0.23419167,0.27194872,0.24467504
27,immune_escape,0.27139273,0.24940526,0.2345227,0.27139273,0.24467927
28,immune_escape,0.27114925,0.24937922,0.23478177,0.27114925,0.24468976
29,immune_escape,0.27111548,0.24938941,0.23480354,0.27111548,0.24469155
30,immune_escape,0.27019635,0.24908862,0.23585583,0.27019635,0.24485922
31,immune_escape,0.2713714,0.24902794,0.23485857,0.2713714,0.24474204
32,immune_escape,0.27122495,0.24941432,0.23467411,0.27122495,0.24468657
33,immune_escape,0.27114916,0.24940254,0.23475844,0.27114916,0.24468976
34,immune_escape,0.2712824,0.24931315,0.23472199,0.2712824,0.24468249
35,immune_escape,0.27133068,0.24931252,0.23467669,0.27133068,0.24468012
36,immune_escape,0.27136883,0.24902861,0.23485996,0.27136883,0.24474262
37,immune_escape,0.27032205,0.2490643,0.23577525,0.27032205,0.24483837
38,immune_escape,0.27069718,0.24902897,0.23555061,0.27069718,0.24472328
39,immune_escape,0.2702077,0.24908808,0.23584849,0.2702077,0.2448557
40,immune_escape,0.2701239,0.24910317,0.23590094,0.2701239,0.24487199
41,immune_escape,0.27130884,0.24931744,0.23469248,0.27130884,0.24468128
42,immune_escape,0.27019027,0.24909,0.23585966,0.27019027,0.24486005
43,immune_escape,0.27020305,0.24908598,0.23585139,0.27020305,0.24485958
44,immune_escape,0.27116743,0.24940374,0.23474015,0.27116743,0.24468869
45,immune_escape,0.27122715,0.24933708,0.23474957,0.27122715,0.24468617
46,immune_escape,0.2700086,0.24912885,0.23597157,0.2700086,0.24489099
47,immune_escape,0.2702485,0.2490789,0.23582263,0.2702485,0.24484995
48,immune_escape,0.27134806,0.24922016,0.23475163,0.27134806,0.2446802
49,immune_escape,0.2700018,0.24913001,0.23597543,0.2700018,0.2448928
50,immune_escape,0.27125946,0.24930339,0.234753,0.27125946,0.24468407
51,immune_escape,0.2701333,0.24910113,0.23589511,0.2701333,0.24487053
52,immune_escape,0.2701827,0.24909052,0.23586424,0.2701827,0.24486251
53,immune_escape,0.2713185,0.24934322,0.23465693,0.2713185,0.2446813
54,immune_escape,0.26832798,0.24934982,0.2370338,0.26832798,0.24528846
55,immune_escape,0.268077,0.24858378,0.2382537,0.268077,0.24508554
56,immune_escape,0.27083376,0.24901554,0.2354497,0.27083376,0.24470094
57,immune_escape,0.27029338,0.2490721,0.23579304,0.27029338,0.24484143
58,immune_escape,0.27129465,0.24935265,0.23466985,0.27129465,0.24468276
59,immune_escape,0.27121398,0.24928568,0.23481196,0.27121398,0.24468833
60,immune_escape,0.27012378,0.24910282,0.23590082,0.27012378,0.24487254
61,immune_escape,0.27115235,0.2493499,0.23480733,0.27115235,0.24469037
62,immune_escape,0.27005768,0.24911852,0.23594207,0.27005768,0.24488182
63,immune_escape,0.26808664,0.24979527,0.23682228,0.26808664,0.24529578
64,immune_escape,0.27196178,0.24916111,0.23420675,0.27196178,0.24467036
65,immune_escape,0.27119926,0.24935886,0.23475464,0.27119926,0.24468723
66,immune_escape,0.27134866,0.24932429,0.23464747,0.27134866,0.24467959
67,immune_escape,0.27029932,0.2490696,0.23578973,0.27029932,0.24484134
68,immune_escape,0.27137363,0.2490274,0.23485743,0.27137363,0.2447416
69,immune_escape,0.27121365,0.24928908,0.23480906,0.27121365,0.24468821
70,immune_escape,0.27144694,0.24923608,0.23464453,0.27144694,0.24467239
71,immune_escape,0.27131495,0.24933243,0.2346713,0.27131495,0.24468127
72,immune_escape,0.2712939,0.2492839,0.23473984,0.2712939,0.2446823
73,immune_escape,0.27128556,0.2492602,0.2347727,0.27128556,0.24468145
74,immune_escape,0.27014914,0.24909703,0.23588495,0.27014914,0.24486883
75,immune_escape,0.2700462,0.2491203,0.23594871,0.2700462,0.24488477
76,immune_escape,0.27121803,0.24936737,0.23472834,0.27121803,0.24468628
77,immune_escape,0.27134356,0.24903503,0.23487337,0.27134356,0.244748
78,immune_escape,0.2701574,0.24909818,0.23588035,0.2701574,0.24486409
79,immune_escape,0.2712669,0.24941234,0.23463488,0.2712669,0.24468583
80,immune_escape,0.27145976,0.24935389,0.23450975,0.27145976,0.24467666
81,immune_escape,0.27116156,0.24935102,0.23479822,0.27116156,0.24468915
82,immune_escape,0.26794186,0.25056177,0.23600799,0.26794186,0.24548833
83,immune_escape,0.2713916,0.24937023,0.2345593,0.2713916,0.24467884
84,immune_escape,0.2713326,0.24933547,0.23465136,0.2713326,0.24468058
85,immune_escape,0.27189398,0.2492443,0.23417288,0.27189398,0.24468887
86,immune_escape,0.27041492,0.2490486,0.23571342,0.27041492,0.24482304
87,immune_escape,0.27185136,0.24940588,0.23411559,0.27185136,0.24462715
88,immune_escape,0.2711194,0.24937454,0.23481427,0.2711194,0.24469183
89,immune_escape,0.27128014,0.24931373,0.23472267,0.27128014,0.2446834
90,immune_escape,0.2705158,0.25020346,0.23410891,0.2705158,0.24517183
91,immune_escape,0.27116325,0.24936847,0.23477922,0.27116325,0.24468906
92,immune_escape,0.27017263,0.24909228,0.23587044,0.27017263,0.24486463
93,immune_escape,0.27123272,0.24940138,0.23467965,0.27123272,0.24468617
94,immune_escape,0.27125663,0.24932066,0.23473877,0.27125663,0.24468398
95,immune_escape,0.27138507,0.24929428,0.23464346,0.27138507,0.24467711
96,immune_escape,0.27045885,0.2502515,0.23408923,0.27045885,0.2452005
97,immune_escape,0.27124083,0.24933277,0.23474069,0.27124083,0.24468574
98,immune_escape,0.2704557,0.2503407,0.23396716,0.2704557,0.2452365
99,immune_escape,0.27013913,0.24910091,0.23589174,0.27013913,0.24486828
100,immune_escape,0.2702864,0.24907243,0.235798,0.2702864,0.24484318
101,immune_escape,0.27110448,0.24939139,0.234812,0.27110448,0.24469212
102,immune_escape,0.26999092,0.24913253,0.235982,0.26999092,0.24489461
103,immune_escape,0.27135184,0.24903291,0.23486899,0.27135184,0.24474622
104,immune_escape,0.27028576,0.2490714,0.2357987,0.27028576,0.24484405
105,immune_escape,0.2712866,0.24933954,0.23469111,0.2712866,0.2446828
106,immune_escape,0.27111384,0.24937569,0.2348187,0.27111384,0.2446918
107,immune_escape,0.27106205,0.24978314,0.23416363,0.27106205,0.24499117
108,immune_escape,0.27148223,0.2493741,0.234426,0.27148223,0.2447176
109,immune_escape,0.2701711,0.24909346,0.23587164,0.2701711,0.24486382
110,immune_escape,0.27032554,0.24906306,0.23577318,0.27032554,0.24483828
111,immune_escape,0.27117765,0.2493709,0.23476315,0.27117765,0.24468835
112,immune_escape,0.27140006,0.24936193,0.23455861,0.27140006,0.24467935
113,immune_escape,0.27021,0.24908572,0.2358472,0.27021,0.2448571
114,immune_escape,0.26817983,0.24937044,0.23713195,0.26817983,0.24531776
115,immune_escape,0.27023506,0.24908133,0.23583126,0.27023506,0.24485236
116,immune_escape,0.2711905,0.24927773,0.2348411,0.2711905,0.24469061
117,immune_escape,0.27117032,0.24935868,0.23478168,0.27117032,0.24468939
118,immune_escape,0.27008337,0.24911183,0.23592587,0.27008337,0.24487904
119,immune_escape,0.27193332,0.24917504,0.23421721,0.27193332,0.24467438
120,immune_escape,0.2711596,0.24935357,0.23479761,0.2711596,0.24468927
121,immune_escape,0.27005363,0.24911918,0.2359444,0.27005363,0.24488273
122,immune_escape,0.27125382,0.2494019,0.23465933,0.27125382,0.24468496
123,immune_escape,0.2711572,0.24934262,0.23481035,0.2711572,0.24468984
124,immune_escape,0.27128205,0.24929893,0.23473604,0.27128205,0.24468298
125,immune_escape,0.26987252,0.24842834,0.2373436,0.26987252,0.2443556
126,immune_escape,0.27015144,0.24909867,0.23588412,0.27015144,0.24486585
127,immune_escape,0.27140462,0.24901962,0.23484074,0.27140462,0.24473497
128,immune_escape,0.27123615,0.24941434,0.2346623,0.27123615,0.2446872
129,immune_escape,0.27126706,0.24937256,0.2346761,0.27126706,0.2446843
130,immune_escape,0.2702832,0.2490714,0.23580045,0.2702832,0.24484488
131,immune_escape,0.26772094,0.2504961,0.2360766,0.26772094,0.24570644
132,immune_escape,0.2693755,0.24941392,0.23606886,0.2693755,0.24514174
133,immune_escape,0.27137396,0.24902728,0.23485719,0.27137396,0.24474148
134,immune_escape,0.2666826,0.2517515,0.23582898,0.2666826,0.24573691
135,immune_escape,0.27022576,0.24908362,0.23583713,0.27022576,0.24485344
136,immune_escape,0.2712465,0.24933107,0.2347377,0.2712465,0.2446847
137,immune_escape,0.27191934,0.24919274,0.23420964,0.27191934,0.24467824
138,immune_escape,0.26954353,0.24977684,0.23559314,0.26954353,0.24508643
139,immune_escape,0.27117568,0.24938323,0.23475268,0.27117568,0.24468844
140,immune_escape,0.27143976,0.24937855,0.23450217,0.27143976,0.2446795
141,immune_escape,0.27195296,0.24919622,0.23417407,0.27195296,0.24467678
142,immune_escape,0.27013284,0.24910127,0.23589541,0.27013284,0.2448705
143,immune_escape,0.27055612,0.25025392,0.23400857,0.27055612,0.24518143
144,immune_escape,0.2690786,0.2502007,0.23516013,0.2690786,0.24556054
145,immune_escape,0.2712572,0.24931341,0.23474506,0.2712572,0.24468431
146,immune_escape,0.27131468,0.24935973,0.23464392,0.27131468,0.24468175
147,immune_escape,0.2702586,0.24907552,0.23581631,0.2702586,0.24484955
148,immune_escape,0.27123824,0.24937199,0.23470442,0.27123824,0.24468529
149,immune_escape,0.27128378,0.24936521,0.23466662,0.27128378,0.2446844
150,immune_escape,0.2702808,0.24907358,0.23580158,0.2702808,0.24484399
151,immune_escape,0.27031335,0.24906746,0.23578037,0.27031335,0.24483876
152,immune_escape,0.27128068,0.24992447,0.23420277,0.27128068,0.24459209
153,immune_escape,0.27126345,0.24929437,0.23475848,0.27126345,0.2446837
154,immune_escape,0.27119732,0.2493436,0.23477186,0.27119732,0.24468713
155,immune_escape,0.27027714,0.24906944,0.23580413,0.27027714,0.24484935
156,immune_escape,0.27047327,0.24903984,0.2356732,0.27047327,0.24481371
157,immune_escape,0.2712937,0.2493612,0.23466238,0.2712937,0.24468271
158,immune_escape,0.27132156,0.24904075,0.23488502,0.27132156,0.24475273
159,immune_escape,0.27007234,0.24857564,0.23694389,0.27007234,0.24440812
160,immune_escape,0.2672823,0.24857616,0.23915371,0.2672823,0.2449878
161,immune_escape,0.27026832,0.24907438,0.23581003,0.27026832,0.24484724
162,immune_escape,0.27134565,0.24903452,0.2348723,0.27134565,0.24474756
163,immune_escape,0.27121872,0.24935257,0.23474216,0.27121872,0.24468656
164,immune_escape,0.27132747,0.24935265,0.23463878,0.27132747,0.24468108
165,immune_escape,0.27118498,0.24930777,0.23481719,0.27118498,0.24469005
166,immune_escape,0.26833096,0.24936205,0.23700804,0.26833096,0.24529888
167,immune_escape,0.27119476,0.24943951,0.23467775,0.27119476,0.24468799
168,immune_escape,0.27117276,0.24941033,0.23472813,0.27117276,0.24468875
169,immune_escape,0.2712587,0.24923478,0.23482049,0.2712587,0.2446861
170,immune_escape,0.27125204,0.2493773,0.23468594,0.27125204,0.24468468
171,immune_escape,0.27019814,0.24908867,0.2358547,0.27019814,0.24485846
172,immune_escape,0.2712331,0.24941504,0.23466495,0.2712331,0.24468681
173,immune_escape,0.27042627,0.24904367,0.23570728,0.27042627,0.24482282
174,immune_escape,0.271925,0.24916488,0.23423685,0.271925,0.24467324
175,immune_escape,0.2712815,0.24927208,0.23476298,0.2712815,0.24468336
176,immune_escape,0.26986206,0.24920376,0.23615782,0.26986206,0.24477634
177,immune_escape,0.27010834,0.24910831,0.23591098,0.27010834,0.24487238
178,immune_escape,0.26947042,0.24982038,0.23562871,0.26947042,0.24508046
179,immune_escape,0.2702213,0.24908416,0.23584,0.2702213,0.24485447
180,immune_escape,0.27121493,0.24936713,0.23473151,0.27121493,0.24468642
181,immune_escape,0.2700296,0.24912311,0.23595816,0.2700296,0.24488918
182,immune_escape,0.27125508,0.24928057,0.234779,0.27125508,0.24468538
183,immune_escape,0.2713666,0.24902916,0.23486114,0.2713666,0.24474308
184,immune_escape,0.27136508,0.2493131,0.23464331,0.27136508,0.24467857
185,immune_escape,0.2708781,0.24995789,0.2341524,0.2708781,0.24501167
186,immune_escape,0.2689822,0.24884193,0.23742251,0.2689822,0.24475338
187,immune_escape,0.27137372,0.24902736,0.23485735,0.27137372,0.24474156
188,immune_escape,0.2711599,0.2493459,0.234805,0.2711599,0.24468927
189,immune_escape,0.2702513,0.2504516,0.23400983,0.2702513,0.24528727
190,immune_escape,0.27031553,0.24906568,0.23577946,0.27031553,0.24483933
191,immune_escape,0.26794788,0.24940698,0.23728186,0.26794788,0.24536331
192,immune_escape,0.27116877,0.24934973,0.23479278,0.27116877,0.24468873
193,immune_escape,0.26918408,0.25006256,0.23523155,0.26918408,0.24552183
194,immune_escape,0.27121562,0.24928366,0.23481247,0.27121562,0.24468817
195,immune_escape,0.27141497,0.24901709,0.2348352,0.27141497,0.2447328
196,immune_escape,0.27134985,0.24933691,0.23463264,0.27134985,0.24468057
197,immune_escape,0.270468,0.24903864,0.2356782,0.270468,0.24481516
198,immune_escape,0.27010894,0.24851006,0.2369853,0.27010894,0.2443957
199,immune_escape,0.27134436,0.24927992,0.23469648,0.27134436,0.24467921
200,immune_escape,0.27191046,0.24918164,0.234231,0.27191046,0.24467693
201,immune_escape,0.27009046,0.24910916,0.23592077,0.27009046,0.24487963
202,immune_escape,0.27110448,0.24937317,0.23483005,0.27110448,0.24469233
203,immune_escape,0.2684882,0.24885434,0.23777299,0.2684882,0.2448845
204,immune_escape,0.2702074,0.24908708,0.23584886,0.2702074,0.24485672
205,immune_escape,0.27128226,0.24941206,0.2346208,0.27128226,0.24468488
206,immune_escape,0.27137867,0.249314,0.23462935,0.27137867,0.244678
207,immune_escape,0.2700686,0.24911618,0.23593539,0.2700686,0.2448799
208,immune_escape,0.27020088,0.24908829,0.23585297,0.27020088,0.24485785
209,immune_escape,0.2699947,0.2491315,0.23597959,0.2699947,0.24489427
210,immune_escape,0.27117115,0.24935082,0.23478894,0.27117115,0.24468906
211,immune_escape,0.27125806,0.2493284,0.23472896,0.27125806,0.2446845
212,immune_escape,0.2713109,0.24932766,0.23468006,0.2713109,0.24468137
213,immune_escape,0.2719473,0.24922335,0.23414753,0.2719473,0.24468188
214,immune_escape,0.2713073,0.24932219,0.234688,0.2713073,0.24468248
215,immune_escape,0.27181292,0.24882686,0.23489127,0.27181292,0.24446891
216,immune_escape,0.27149752,0.24899708,0.23479018,0.27149752,0.24471523
217,immune_escape,0.2715759,0.24925606,0.23450024,0.2715759,0.24466784
218,immune_escape,0.2720988,0.2485843,0.23502716,0.2720988,0.24428973
219,immune_escape,0.27211353,0.24928243,0.23392117,0.27211353,0.24468294
220,immune_escape,0.27202278,0.24919458,0.23411028,0.27202278,0.24467231
221,immune_escape,0.270204,0.24908262,0.2358488,0.270204,0.24486455
222,immune_escape,0.27143997,0.24936551,0.23451732,0.27143997,0.2446772
223,immune_escape,0.2715001,0.2489965,0.23478879,0.2715001,0.2447147
224,immune_escape,0.27149728,0.24899714,0.2347903,0.27149728,0.24471527
225,immune_escape,0.27190247,0.24921624,0.23419794,0.27190247,0.24468337
226,immune_escape,0.2702073,0.24908207,0.2358469,0.2702073,0.24486373
227,immune_escape,0.27207103,0.24924229,0.2340087,0.27207103,0.244678
228,immune_escape,0.27141204,0.24943757,0.23447175,0.27141204,0.24467863
229,immune_escape,0.2713105,0.24940889,0.23459834,0.2713105,0.2446823
230,immune_escape,0.27125213,0.24939632,0.23466633,0.27125213,0.2446852
231,immune_escape,0.27119994,0.24867196,0.23552057,0.27119994,0.24460755
232,immune_escape,0.2713263,0.24934238,0.23465033,0.2713263,0.244681
233,immune_escape,0.27125463,0.24953613,0.23452583,0.27125463,0.24468344
234,immune_escape,0.27039543,0.2490442,0.23572782,0.27039543,0.24483263
235,immune_escape,0.27137578,0.24902686,0.23485628,0.27137578,0.24474113
236,immune_escape,0.2715294,0.24898952,0.23477267,0.2715294,0.24470843
237,immune_escape,0.27084535,0.2500089,0.23411897,0.27084535,0.24502678
238,immune_escape,0.2700702,0.24911347,0.235933,0.2700702,0.24488331
239,immune_escape,0.27190053,0.24924538,0.23416542,0.27190053,0.24468865
240,immune_escape,0.27146164,0.24927144,0.23459215,0.27146164,0.24467471
241,immune_escape,0.27140993,0.2494966,0.23441468,0.27140993,0.24467875
242,immune_escape,0.2714798,0.24945603,0.23438697,0.2714798,0.24467722
243,immune_escape,0.2714816,0.24900086,0.2347989,0.2714816,0.2447186
244,immune_escape,0.27142036,0.24901575,0.23483226,0.27142036,0.24473162
245,immune_escape,0.27152205,0.24899127,0.23477672,0.27152205,0.24471003
246,immune_escape,0.27011508,0.24910478,0.23590626,0.27011508,0.24487391
247,immune_escape,0.27132258,0.24936981,0.23462541,0.27132258,0.2446822
248,immune_escape,0.2713992,0.24902096,0.23484367,0.2713992,0.24473612
249,immune_escape,0.27189583,0.2492595,0.23415326,0.27189583,0.24469149
250,immune_escape,0.27029252,0.24906993,0.2357944,0.27029252,0.24484313
251,immune_escape,0.2714802,0.24900123,0.23479968,0.2714802,0.24471891
252,immune_escape,0.27024373,0.24908072,0.23582551,0.27024373,0.24485001
253,immune_escape,0.27147022,0.2490036,0.23480512,0.27147022,0.24472101
254,immune_escape,0.27132836,0.24903896,0.23488143,0.27132836,0.24475126
255,immune_escape,0.27054358,0.24902113,0.23562972,0.27054358,0.24480565
256,immune_escape,0.27122355,0.24945767,0.23453465,0.27122355,0.24478418
257,immune_escape,0.2714417,0.24901053,0.2348207,0.2714417,0.24472709
258,immune_escape,0.27033764,0.24905944,0.23576552,0.27033764,0.24483742
259,immune_escape,0.27203295,0.24925292,0.23403199,0.27203295,0.2446821
260,immune_escape,0.27018473,0.24909006,0.23586296,0.27018473,0.24486227
261,immune_escape,0.2699528,0.24914058,0.2360041,0.2699528,0.24490258
262,immune_escape,0.27155355,0.2489838,0.23475936,0.27155355,0.24470328
263,immune_escape,0.2714219,0.24901539,0.23483145,0.2714219,0.24473132
264,immune_escape,0.27131703,0.2490419,0.23488738,0.27131703,0.2447537
265,immune_escape,0.27137136,0.24902795,0.2348586,0.27137136,0.24474205
266,immune_escape,0.2713255,0.24925138,0.23473446,0.2713255,0.24468865
267,immune_escape,0.27156764,0.2494019,0.23435634,0.27156764,0.24467412
268,immune_escape,0.27116418,0.24939016,0.23475547,0.27116418,0.24469022
269,immune_escape,0.27052376,0.25022706,0.23409128,0.27052376,0.24515793
270,immune_escape,0.27144867,0.24900882,0.2348169,0.27144867,0.2447256
271,immune_escape,0.2705696,0.2490179,0.23561148,0.2705696,0.24480104
272,immune_escape,0.26919127,0.25009248,0.2352112,0.26919127,0.24550499
273,immune_escape,0.27028948,0.24906842,0.23579651,0.27028948,0.24484552
274,immune_escape,0.27193975,0.24919616,0.23418655,0.27193975,0.2446776
275,immune_escape,0.2698497,0.24905652,0.23623732,0.2698497,0.24485642
276,immune_escape,0.27063498,0.2501352,0.23410723,0.27063498,0.24512261
277,immune_escape,0.27193636,0.2492185,0.2341635,0.27193636,0.24468169
278,immune_escape,0.2703768,0.24830605,0.23697244,0.2703768,0.24434476
279,immune_escape,0.2714114,0.24901798,0.23483713,0.2714114,0.24473354
280,immune_escape,0.2720409,0.2492167,0.23406722,0.2720409,0.24467514
281,immune_escape,0.27147254,0.24935359,0.23449843,0.27147254,0.24467544
282,immune_escape,0.27132642,0.24934442,0.23464811,0.27132642,0.24468105
283,immune_escape,0.27132502,0.24939296,0.23460034,0.27132502,0.24468164
284,immune_escape,0.27136025,0.2490308,0.23486455,0.27136025,0.24474445
285,immune_escape,0.27203473,0.24913482,0.2341687,0.27203473,0.24466182
286,immune_escape,0.27110535,0.24949722,0.23470695,0.27110535,0.24469046
287,immune_escape,0.2714761,0.24938309,0.23446481,0.2714761,0.24467605
288,immune_escape,0.27153444,0.24898833,0.23476988,0.27153444,0.24470736
289,immune_escape,0.27065864,0.24986212,0.23433451,0.27065864,0.24514471
290,immune_escape,0.2704342,0.24904124,0.23570237,0.2704342,0.2448222
291,immune_escape,0.26407444,0.24846908,0.24193679,0.26407444,0.24551968
292,immune_escape,0.271287,0.24933946,0.23469085,0.271287,0.24468277
293,immune_escape,0.27218184,0.24897462,0.23428151,0.27218184,0.24456206
294,immune_escape,0.27026847,0.24907438,0.23580995,0.27026847,0.24484722
295,immune_escape,0.27127492,0.24933794,0.23470387,0.27127492,0.2446833
296,immune_escape,0.27024442,0.24907881,0.23582536,0.27024442,0.24485143
297,immune_escape,0.2702497,0.24907537,0.23582162,0.2702497,0.24485326
298,immune_escape,0.27082846,0.24905133,0.23533031,0.27082846,0.24478985
299,immune_escape,0.27157015,0.24897993,0.23475026,0.27157015,0.24469973
300,immune_escape,0.27191883,0.24923307,0.23416278,0.27191883,0.24468534
301,immune_escape,0.26998132,0.24913181,0.23598392,0.26998132,0.24490288
302,immune_escape,0.27003768,0.24912262,0.2359541,0.27003768,0.2448856
303,immune_escape,0.27142572,0.24901444,0.23482937,0.27142572,0.24473049
304,immune_escape,0.2715222,0.24931228,0.23449299,0.2715222,0.24467258
305,immune_escape,0.2721676,0.2485785,0.23481913,0.2721676,0.2444348
306,immune_escape,0.2719513,0.2492241,0.23414291,0.2719513,0.24468179
307,immune_escape,0.2713421,0.24948102,0.23449618,0.2713421,0.24468069
308,immune_escape,0.27193004,0.24919684,0.2341948,0.27193004,0.24467829
309,immune_escape,0.26507762,0.24973835,0.23959509,0.26507762,0.24558885
310,immune_escape,0.27148625,0.24899977,0.23479636,0.27148625,0.24471761
311,immune_escape,0.27143538,0.24901208,0.23482415,0.27143538,0.24472848
312,immune_escape,0.27011767,0.2496169,0.23525666,0.27011767,0.24500869
313,immune_escape,0.27150443,0.24899542,0.23478636,0.27150443,0.24471374
314,immune_escape,0.27066574,0.25011784,0.2341116,0.27066574,0.24510492
315,immune_escape,0.26785642,0.24801393,0.23960587,0.26785642,0.24452382
316,immune_escape,0.27085873,0.248721,0.23575021,0.27085873,0.24466997
317,immune_escape,0.27148482,0.24900009,0.23479712,0.27148482,0.24471791
318,immune_escape,0.26933303,0.2499558,0.23526442,0.26933303,0.24544674
319,immune_escape,0.27145377,0.24932888,0.23454186,0.27145377,0.24467543
320,immune_escape,0.27206364,0.24927343,0.23397878,0.27206364,0.24468409
321,immune_escape,0.2714323,0.24938294,0.23450476,0.2714323,0.24467994
322,immune_escape,0.2714207,0.24933168,0.23457062,0.2714207,0.24467699
323,immune_escape,0.26607,0.24883533,0.23983057,0.26607,0.24526411
324,immune_escape,0.27220687,0.24895538,0.23428105,0.27220687,0.24455668
325,immune_escape,0.2714911,0.24931428,0.23452094,0.2714911,0.24467365
326,immune_escape,0.27143937,0.2490111,0.23482195,0.27143937,0.24472758
327,immune_escape,0.27137974,0.24902587,0.23485415,0.27137974,0.24474029
328,immune_escape,0.27140617,0.24901927,0.23483995,0.27140617,0.24473466
329,immune_escape,0.2714598,0.25017324,0.23340458,0.2714598,0.24496244
330,immune_escape,0.26628384,0.24875179,0.23991142,0.26628384,0.24505293
331,immune_escape,0.27151346,0.24899328,0.2347814,0.27151346,0.24471183
332,immune_escape,0.27025878,0.24907658,0.2358161,0.27025878,0.24484853
333,immune_escape,0.27143475,0.24901222,0.23482446,0.27143475,0.24472857
334,immune_escape,0.27015486,0.2490971,0.23588182,0.27015486,0.2448662
335,immune_escape,0.27136037,0.24903074,0.23486446,0.27136037,0.24474439
336,immune_escape,0.27133572,0.24903704,0.23487753,0.27133572,0.24474968
337,immune_escape,0.27118096,0.24950834,0.23452854,0.27118096,0.24478209
338,immune_escape,0.27143547,0.2494929,0.23439367,0.27143547,0.24467787
339,immune_escape,0.27183586,0.24952503,0.23399298,0.27183586,0.24464607
340,immune_escape,0.2715196,0.24934089,0.23446606,0.2715196,0.24467342
341,immune_escape,0.27147037,0.24931271,0.23454137,0.27147037,0.2446755
342,immune_escape,0.27072933,0.25018227,0.23400137,0.27072933,0.24508703
343,immune_escape,0.27148205,0.24946286,0.23437394,0.27148205,0.24468113
344,immune_escape,0.27041465,0.25007328,0.23428412,0.27041465,0.24522802
345,immune_escape,0.27095804,0.24989474,0.23416181,0.27095804,0.24498534
346,immune_escape,0.27024853,0.24907579,0.23582244,0.27024853,0.24485326
347,immune_escape,0.27036884,0.24904875,0.23574464,0.27036884,0.2448377
348,immune_escape,0.26999903,0.24913049,0.23597696,0.26999903,0.24489357
349,immune_escape,0.26993117,0.25070086,0.23400967,0.26993117,0.2453583
350,immune_escape,0.2687088,0.2478526,0.23938972,0.2687088,0.24404892
351,immune_escape,0.27178383,0.24949655,0.23407458,0.27178383,0.24464503
352,immune_escape,0.2702787,0.24907218,0.23580341,0.2702787,0.24484572
353,immune_escape,0.2713938,0.24947435,0.23445258,0.2713938,0.24467923
354,immune_escape,0.26959404,0.25020236,0.2347881,0.26959404,0.24541545
355,immune_escape,0.27140012,0.24902073,0.23484316,0.27140012,0.24473591
356,immune_escape,0.27159053,0.24959242,0.23407882,0.27159053,0.2447382
357,immune_escape,0.2720995,0.24922466,0.2340026,0.2720995,0.2446732
358,immune_escape,0.27134296,0.2490352,0.23487368,0.27134296,0.24474812
359,immune_escape,0.2714173,0.24901652,0.23483394,0.2714173,0.24473229
360,immune_escape,0.27001292,0.2498017,0.23516169,0.27001292,0.2450237
361,immune_escape,0.26637945,0.25174353,0.23613113,0.26637945,0.2457459
362,immune_escape,0.27149,0.24899887,0.23479427,0.27149,0.24471681
363,immune_escape,0.27124503,0.24938817,0.2346813,0.27124503,0.24468552
364,immune_escape,0.27133495,0.24942197,0.23456125,0.27133495,0.2446818
365,immune_escape,0.2713673,0.249029,0.23486076,0.2713673,0.24474293
366,immune_escape,0.2706425,0.24891384,0.2355419,0.2706425,0.24490187
