cell_idx,predicted_mechanism,confidence,prob_drug_efflux,prob_clonal_evolution,prob_immune_escape,prob_microenvironmental
5116,immune_escape,0.27113274,0.24935919,0.234817,0.27113274,0.24469107
5117,immune_escape,0.2707806,0.24894525,0.23576385,0.2707806,0.24451032
5118,immune_escape,0.27141917,0.24901605,0.23483291,0.27141917,0.24473189
5119,immune_escape,0.27011093,0.24910563,0.23590879,0.27011093,0.24487466
5120,immune_escape,0.27204517,0.2501916,0.2328939,0.27204517,0.24486934
5121,immune_escape,0.27067265,0.2490323,0.23556684,0.27067265,0.24472824
5122,immune_escape,0.27185038,0.24921584,0.23424725,0.27185038,0.24468656
5123,immune_escape,0.27119598,0.2494103,0.2347062,0.27119598,0.24468757
5124,immune_escape,0.27112982,0.2494687,0.23462039,0.27112982,0.24478109
5125,immune_escape,0.26988706,0.24915668,0.23604359,0.26988706,0.2449127
5126,immune_escape,0.2719115,0.24918854,0.23422197,0.2719115,0.244678
5127,immune_escape,0.27042747,0.24865685,0.23641884,0.27042747,0.24449678
5128,immune_escape,0.2712276,0.24935932,0.23472723,0.2712276,0.24468581
5129,immune_escape,0.27234903,0.25031868,0.23239136,0.27234903,0.24494098
5130,immune_escape,0.27114597,0.24943066,0.23473367,0.27114597,0.24468972
5131,immune_escape,0.27225786,0.25031897,0.23259832,0.27225786,0.24482484
5132,immune_escape,0.2706804,0.24903104,0.23556009,0.2706804,0.24472848
5133,immune_escape,0.27043054,0.2486889,0.23636347,0.27043054,0.24451709
5134,immune_escape,0.26778516,0.2514887,0.23541333,0.26778516,0.24531282
5135,immune_escape,0.27236032,0.25062898,0.23218131,0.27236032,0.24482934
5136,immune_escape,0.26884636,0.25021145,0.23536208,0.26884636,0.24558017
5137,immune_escape,0.27129582,0.24904749,0.23489846,0.27129582,0.24475826
5138,immune_escape,0.27113572,0.25088674,0.23305918,0.27113572,0.24491839
5139,immune_escape,0.27121487,0.2494126,0.23468587,0.27121487,0.24468665
5140,immune_escape,0.26745462,0.25042835,0.23659936,0.26745462,0.24551769
5141,immune_escape,0.26997134,0.24913873,0.23599471,0.26997134,0.24489516
5142,immune_escape,0.2711943,0.249361,0.2347055,0.2711943,0.24473923
5143,immune_escape,0.2658849,0.24906814,0.23976193,0.2658849,0.245285
5144,immune_escape,0.26872393,0.2502841,0.23537478,0.26872393,0.24561715
5145,immune_escape,0.27116057,0.24938777,0.23476243,0.27116057,0.24468923
5146,immune_escape,0.27113128,0.24937382,0.23480397,0.27113128,0.24469091
5147,immune_escape,0.26993626,0.2491446,0.2360141,0.26993626,0.24490505
5148,immune_escape,0.27141652,0.24964477,0.23394254,0.27141652,0.24499622
5149,immune_escape,0.26994878,0.24914227,0.23600721,0.26994878,0.2449017
5150,immune_escape,0.27014938,0.24909869,0.23588535,0.27014938,0.24486664
5151,immune_escape,0.27147052,0.2482398,0.23609309,0.27147052,0.2441966
5152,immune_escape,0.27004036,0.2491231,0.23595284,0.27004036,0.24488369
5153,immune_escape,0.271312,0.249353,0.23465316,0.271312,0.24468186
5154,immune_escape,0.27087224,0.24901237,0.23541607,0.27087224,0.24469931
5155,immune_escape,0.27118513,0.24936727,0.23475958,0.27118513,0.24468796
5156,immune_escape,0.27000138,0.24912885,0.23597449,0.27000138,0.24489523
5157,immune_escape,0.27142286,0.24901515,0.23483092,0.27142286,0.2447311
5158,immune_escape,0.26986846,0.24915992,0.23605289,0.26986846,0.24491878
5159,immune_escape,0.27029365,0.24907044,0.23579353,0.27029365,0.24484245
5160,immune_escape,0.27133167,0.24903809,0.23487966,0.27133167,0.24475053
5161,immune_escape,0.2701351,0.24910013,0.23589371,0.2701351,0.24487107
5162,immune_escape,0.2706387,0.24903566,0.23559485,0.2706387,0.24473074
5163,immune_escape,0.27040094,0.24905065,0.23572297,0.27040094,0.2448254
5164,immune_escape,0.26784584,0.2507543,0.23621093,0.26784584,0.24518882
5165,immune_escape,0.27072838,0.24902627,0.23552547,0.27072838,0.24471977
5166,immune_escape,0.27170616,0.24907841,0.23454337,0.27170616,0.24467209
5167,immune_escape,0.27175772,0.25044468,0.23288617,0.27175772,0.24491137
5168,immune_escape,0.27137777,0.24926707,0.23467763,0.27137777,0.24467753
5169,immune_escape,0.27097058,0.24948792,0.23474969,0.27097058,0.24479184
5170,immune_escape,0.27091786,0.24951151,0.23477128,0.27091786,0.24479938
5171,immune_escape,0.27045426,0.24871823,0.2362914,0.27045426,0.24453606
5172,immune_escape,0.27072266,0.24902847,0.23553766,0.27072266,0.24471112
5173,immune_escape,0.26896203,0.2501638,0.23532507,0.26896203,0.24554916
5174,immune_escape,0.2717177,0.25056398,0.23279424,0.2717177,0.24492416
5175,immune_escape,0.27067423,0.24858007,0.2363707,0.27067423,0.24437506
5176,immune_escape,0.2714823,0.24900071,0.23479852,0.2714823,0.24471846
5177,immune_escape,0.27005646,0.24911907,0.23594287,0.27005646,0.24488162
5178,immune_escape,0.27233925,0.2505747,0.23224619,0.27233925,0.24483983
5179,immune_escape,0.27155474,0.2491316,0.23463246,0.27155474,0.24468124
5180,immune_escape,0.27126545,0.2493237,0.23472737,0.27126545,0.24468356
5181,immune_escape,0.27016363,0.24909545,0.23587637,0.27016363,0.2448645
5182,immune_escape,0.27126426,0.24934544,0.23470646,0.27126426,0.24468394
5183,immune_escape,0.27135682,0.24903162,0.23486634,0.27135682,0.24474514
5184,immune_escape,0.27132714,0.24903925,0.23488204,0.27132714,0.24475151
5185,immune_escape,0.27290496,0.24952249,0.23269376,0.27290496,0.24487886
5186,immune_escape,0.27173692,0.24884088,0.23517577,0.27173692,0.24424635
5187,immune_escape,0.27096373,0.24901143,0.2353302,0.27096373,0.24469465
5188,immune_escape,0.2712235,0.2494191,0.2346714,0.2712235,0.24468602
5189,immune_escape,0.27031967,0.24906361,0.23577708,0.27031967,0.24483968
5190,immune_escape,0.27121764,0.24906865,0.23493858,0.27121764,0.24477519
5191,immune_escape,0.27100152,0.24944997,0.23477165,0.27100152,0.24477682
5192,immune_escape,0.2713637,0.2490299,0.23486269,0.2713637,0.24474369
5193,immune_escape,0.27137956,0.24902588,0.2348542,0.27137956,0.2447403
5194,immune_escape,0.27014256,0.24909988,0.23588955,0.27014256,0.24486805
5195,immune_escape,0.2701619,0.24909489,0.23587725,0.2701619,0.24486597
5196,immune_escape,0.27006498,0.24911575,0.23593703,0.27006498,0.24488224
5197,immune_escape,0.27175102,0.24878949,0.23519358,0.27175102,0.24426588
5198,immune_escape,0.269678,0.2531109,0.23278967,0.269678,0.24442144
5199,immune_escape,0.26993725,0.2491444,0.23601353,0.26993725,0.24490482
5200,immune_escape,0.27221584,0.24840249,0.23526724,0.27221584,0.24411441
5201,immune_escape,0.27027854,0.2490741,0.23580301,0.27027854,0.2448443
5202,immune_escape,0.2669744,0.25039753,0.23723586,0.2669744,0.24539223
5203,immune_escape,0.27122468,0.2493838,0.23470536,0.27122468,0.24468611
5204,immune_escape,0.2726452,0.24982955,0.23286039,0.2726452,0.24466486
5205,immune_escape,0.27116287,0.2493972,0.23475087,0.27116287,0.244689
5206,immune_escape,0.27249688,0.2495578,0.23344877,0.27249688,0.24449655
5207,immune_escape,0.2712638,0.24933122,0.23472111,0.2712638,0.2446838
5208,immune_escape,0.27228785,0.24843656,0.2351331,0.27228785,0.24414252
5209,immune_escape,0.27014542,0.24910028,0.23588786,0.27014542,0.24486642
5210,immune_escape,0.27140176,0.24944595,0.23447338,0.27140176,0.244679
5211,immune_escape,0.2702741,0.24888065,0.23625846,0.2702741,0.24458678
5212,immune_escape,0.2687196,0.25035298,0.2352992,0.2687196,0.24562821
5213,immune_escape,0.2701473,0.24909753,0.23588616,0.2701473,0.24486901
5214,immune_escape,0.27114972,0.24937999,0.23478045,0.27114972,0.24468982
5215,immune_escape,0.2665087,0.25034094,0.23787387,0.2665087,0.24527648
5216,immune_escape,0.26772913,0.25133544,0.23592323,0.26772913,0.24501215
5217,immune_escape,0.2706837,0.24903022,0.23555173,0.2706837,0.24473429
5218,immune_escape,0.27116457,0.2493631,0.23478305,0.27116457,0.24468929
5219,immune_escape,0.27085844,0.24950236,0.23483561,0.27085844,0.24480361
5220,immune_escape,0.27227744,0.2502449,0.23265646,0.27227744,0.24482119
5221,immune_escape,0.27123004,0.24927683,0.23480672,0.27123004,0.24468648
5222,immune_escape,0.27114457,0.24941227,0.23475336,0.27114457,0.24468975
5223,immune_escape,0.27013722,0.24910153,0.23589295,0.27013722,0.24486828
5224,immune_escape,0.27128446,0.24936147,0.2346707,0.27128446,0.2446833
5225,immune_escape,0.27015725,0.24909517,0.23587985,0.27015725,0.24486777
5226,immune_escape,0.27108806,0.2494332,0.23470712,0.27108806,0.24477151
5227,immune_escape,0.26829994,0.25099796,0.23552643,0.26829994,0.24517561
5228,immune_escape,0.270259,0.25032255,0.23415206,0.270259,0.24526638
5229,immune_escape,0.2710298,0.24949804,0.23468688,0.2710298,0.2447852
5230,immune_escape,0.27115458,0.24947591,0.23468037,0.27115458,0.24468918
5231,immune_escape,0.2715585,0.24978946,0.23388138,0.2715585,0.24477066
5232,immune_escape,0.27015537,0.2490978,0.2358816,0.27015537,0.24486521
5233,immune_escape,0.2719878,0.24918677,0.23415239,0.2719878,0.24467306
5234,immune_escape,0.27117187,0.24937557,0.2347638,0.27117187,0.24468875
5235,immune_escape,0.27011347,0.24910517,0.23590727,0.27011347,0.24487406
5236,immune_escape,0.26991194,0.2491501,0.2360282,0.26991194,0.24490975
5237,immune_escape,0.27253768,0.24959673,0.2332378,0.27253768,0.24462777
5238,immune_escape,0.27105117,0.24942248,0.23483188,0.27105117,0.24469449
5239,immune_escape,0.2700761,0.24867536,0.23661456,0.2700761,0.24463403
5240,immune_escape,0.2701974,0.24908684,0.23585482,0.2701974,0.24486093
5241,immune_escape,0.27072686,0.24902675,0.23552614,0.27072686,0.24472016
5242,immune_escape,0.27027655,0.24907252,0.23580477,0.27027655,0.24484612
5243,immune_escape,0.2711849,0.24935618,0.23477064,0.2711849,0.2446883
5244,immune_escape,0.27141425,0.24871151,0.23544185,0.27141425,0.24443239
5245,immune_escape,0.27108094,0.24933009,0.23489207,0.27108094,0.24469686
5246,immune_escape,0.27152175,0.24947548,0.23415294,0.27152175,0.24484989
5247,immune_escape,0.2701314,0.24910226,0.23589651,0.2701314,0.24486987
5248,immune_escape,0.2701044,0.2491072,0.23591287,0.2701044,0.24487546
5249,immune_escape,0.27111745,0.24939287,0.23479833,0.27111745,0.24469133
5250,immune_escape,0.26794732,0.25260952,0.23428302,0.26794732,0.24516016
5251,immune_escape,0.2715937,0.24961092,0.23391399,0.2715937,0.24488136
5252,immune_escape,0.27225178,0.2501777,0.23276855,0.27225178,0.24480192
5253,immune_escape,0.27004853,0.24911936,0.23594703,0.27004853,0.2448851
5254,immune_escape,0.2713185,0.24904153,0.2348866,0.2713185,0.24475336
5255,immune_escape,0.27104428,0.24943262,0.23482817,0.27104428,0.2446949
5256,immune_escape,0.2699102,0.24915032,0.236029,0.2699102,0.24491051
5257,immune_escape,0.27074236,0.24902509,0.2355234,0.27074236,0.24470915
5258,immune_escape,0.270056,0.24911757,0.2359424,0.270056,0.24488403
5259,immune_escape,0.27076218,0.24902292,0.23550054,0.27076218,0.24471441
5260,immune_escape,0.27071276,0.24902733,0.23553988,0.27071276,0.24472
5261,immune_escape,0.27012032,0.2491046,0.23590334,0.27012032,0.24487168
5262,immune_escape,0.27029073,0.24907134,0.23579527,0.27029073,0.24484263
5263,immune_escape,0.27016702,0.2490935,0.23587394,0.27016702,0.24486549
5264,immune_escape,0.2711616,0.24936911,0.23477998,0.2711616,0.24468932
5265,immune_escape,0.27034673,0.24905995,0.23575906,0.27034673,0.24483427
5266,immune_escape,0.2700117,0.24865544,0.23670144,0.2700117,0.24463145
5267,immune_escape,0.26996338,0.24913935,0.23599887,0.26996338,0.24489845
5268,immune_escape,0.27076378,0.24902223,0.23549652,0.27076378,0.24471748
5269,immune_escape,0.2711751,0.24937567,0.23476076,0.2711751,0.24468844
5270,immune_escape,0.26870885,0.25348663,0.23293082,0.26870885,0.24487375
5271,immune_escape,0.2700057,0.2491293,0.23597318,0.2700057,0.24489179
5272,immune_escape,0.27171582,0.24879903,0.23520935,0.27171582,0.24427581
5273,immune_escape,0.27108553,0.24943723,0.23478317,0.27108553,0.24469411
5274,immune_escape,0.27125725,0.24905775,0.23491837,0.27125725,0.24476655
5275,immune_escape,0.2711723,0.24936989,0.2347692,0.2711723,0.24468857
5276,immune_escape,0.27070683,0.24902847,0.23554076,0.27070683,0.24472392
5277,immune_escape,0.27040794,0.2486879,0.2362966,0.27040794,0.24460757
5278,immune_escape,0.271327,0.24936372,0.23462793,0.271327,0.24468136
5279,immune_escape,0.2700963,0.2491074,0.23591678,0.2700963,0.24487956
5280,immune_escape,0.2698658,0.24916191,0.23605621,0.2698658,0.24491608
5281,immune_escape,0.27027127,0.24907471,0.23580794,0.27027127,0.24484603
5282,immune_escape,0.27058887,0.24903981,0.23565072,0.27058887,0.24472061
5283,immune_escape,0.27144364,0.24901006,0.23481965,0.27144364,0.24472669
5284,immune_escape,0.27122906,0.24936223,0.23472263,0.27122906,0.24468613
5285,immune_escape,0.27053535,0.24904495,0.23569407,0.27053535,0.24472553
5286,immune_escape,0.27128887,0.24931945,0.23470938,0.27128887,0.2446823
5287,immune_escape,0.26839027,0.24982081,0.23655897,0.26839027,0.24522988
5288,immune_escape,0.27110675,0.24939394,0.23480728,0.27110675,0.24469197
5289,immune_escape,0.27000597,0.24912837,0.23597232,0.27000597,0.24489331
5290,immune_escape,0.2711604,0.24937749,0.23477288,0.2711604,0.24468918
5291,immune_escape,0.2702342,0.24908039,0.23583186,0.2702342,0.24485362
5292,immune_escape,0.27018794,0.24909043,0.23586114,0.27018794,0.24486051
5293,immune_escape,0.2701736,0.2490932,0.2358701,0.2701736,0.24486305
5294,immune_escape,0.2722445,0.24839965,0.23491688,0.2722445,0.24443896
5295,immune_escape,0.26999605,0.24913087,0.2359785,0.26999605,0.2448945
5296,immune_escape,0.2702086,0.24908483,0.23584792,0.2702086,0.24485871
5297,immune_escape,0.27122256,0.24935465,0.2347368,0.27122256,0.24468596
5298,immune_escape,0.27191767,0.24919413,0.23420963,0.27191767,0.24467859
5299,immune_escape,0.27236494,0.25025493,0.23257346,0.27236494,0.24480659
5300,immune_escape,0.27121565,0.24934988,0.23474781,0.27121565,0.24468675
5301,immune_escape,0.2679687,0.25224352,0.23447394,0.2679687,0.24531384
5302,immune_escape,0.2711907,0.24943271,0.23460221,0.2711907,0.24477436
5303,immune_escape,0.2684653,0.24986035,0.23643123,0.2684653,0.2452431
5304,immune_escape,0.26974756,0.25014108,0.23493592,0.26974756,0.24517545
5305,immune_escape,0.27096006,0.24976389,0.23431793,0.27096006,0.2449581
5306,immune_escape,0.26938927,0.25119933,0.2345661,0.26938927,0.24484535
5307,immune_escape,0.26833487,0.2523926,0.23427007,0.26833487,0.24500252
5308,immune_escape,0.2696372,0.25024062,0.23475334,0.2696372,0.24536884
5309,immune_escape,0.26727545,0.25256452,0.23496588,0.26727545,0.24519417
5310,immune_escape,0.26946476,0.24985684,0.23551461,0.26946476,0.24516374
5311,immune_escape,0.2668903,0.25112173,0.23666699,0.2668903,0.24532099
5312,immune_escape,0.2711713,0.24944869,0.23459703,0.2711713,0.24478295
5313,immune_escape,0.2692805,0.2502121,0.23513444,0.2692805,0.24537295
5314,immune_escape,0.2697182,0.25012597,0.23491491,0.2697182,0.24524094
5315,immune_escape,0.2716937,0.24910808,0.23452224,0.2716937,0.24467602
5316,immune_escape,0.2717013,0.2484762,0.23556618,0.2717013,0.24425635
5317,immune_escape,0.27176347,0.24908882,0.23447599,0.27176347,0.24467169
5318,immune_escape,0.26866776,0.2505108,0.23531447,0.26866776,0.24550696
5319,immune_escape,0.26653734,0.25345984,0.23550038,0.26653734,0.24450247
5320,immune_escape,0.26773414,0.25034097,0.2364401,0.26773414,0.24548475
5321,immune_escape,0.26893994,0.24978353,0.23606735,0.26893994,0.24520913
5322,immune_escape,0.26936102,0.25016132,0.2351295,0.26936102,0.24534814
5323,immune_escape,0.2677245,0.25231215,0.23485743,0.2677245,0.2451059
5324,immune_escape,0.2684082,0.25224775,0.23404054,0.2684082,0.24530345
5325,immune_escape,0.26816526,0.25247547,0.23432623,0.26816526,0.24503301
5326,immune_escape,0.2690164,0.25032777,0.23522379,0.2690164,0.24543206
5327,immune_escape,0.27104253,0.24970055,0.23432782,0.27104253,0.24492905
5328,immune_escape,0.2694714,0.2502926,0.23483971,0.2694714,0.24539635
5329,immune_escape,0.27179748,0.24931744,0.23417015,0.27179748,0.24471498
5330,immune_escape,0.26975837,0.25144902,0.23370221,0.26975837,0.24509047
5331,immune_escape,0.26785174,0.25093144,0.2355943,0.26785174,0.24562249
5332,immune_escape,0.265933,0.2514254,0.23678008,0.265933,0.24586156
5333,immune_escape,0.26905742,0.24991992,0.23580837,0.26905742,0.24521427
5334,immune_escape,0.27040198,0.25118104,0.23331459,0.27040198,0.24510242
5335,immune_escape,0.26919442,0.25203043,0.2335702,0.26919442,0.24520491
5336,immune_escape,0.2679543,0.2521718,0.23477063,0.2679543,0.24510323
5337,immune_escape,0.26595145,0.25098673,0.23739786,0.26595145,0.24566399
5338,immune_escape,0.26963672,0.25159562,0.23388495,0.26963672,0.24488269
5339,immune_escape,0.268142,0.2503642,0.23606516,0.268142,0.24542873
5340,immune_escape,0.26802015,0.25252548,0.23408028,0.26802015,0.2453741
5341,immune_escape,0.26863033,0.2505076,0.23535183,0.26863033,0.24551032
5342,immune_escape,0.26974905,0.25012875,0.23494452,0.26974905,0.24517775
5343,immune_escape,0.26934576,0.24995598,0.23547539,0.26934576,0.24522287
5344,immune_escape,0.26913428,0.24990962,0.23574652,0.26913428,0.24520953
5345,immune_escape,0.27013823,0.25016755,0.23457164,0.27013823,0.2451226
5346,immune_escape,0.26927626,0.24982509,0.23578393,0.26927626,0.24511477
5347,immune_escape,0.26805186,0.2523097,0.23432848,0.26805186,0.2453099
5348,immune_escape,0.2667358,0.24942526,0.23850386,0.2667358,0.2453351
5349,immune_escape,0.26710376,0.25260833,0.235066,0.26710376,0.24522197
5350,immune_escape,0.26932263,0.25017816,0.23514171,0.26932263,0.24535754
5351,immune_escape,0.26871347,0.2519844,0.23430121,0.26871347,0.24500091
5352,immune_escape,0.26816565,0.2519493,0.23453246,0.26816565,0.2453525
5353,immune_escape,0.2658196,0.25108817,0.23790132,0.2658196,0.24519086
5354,immune_escape,0.26915884,0.25022912,0.23522428,0.26915884,0.24538766
5355,immune_escape,0.2694441,0.2501841,0.23538776,0.2694441,0.24498406
5356,immune_escape,0.26931894,0.24988712,0.23582868,0.26931894,0.24496526
5357,immune_escape,0.26935488,0.25037026,0.23483062,0.26935488,0.24544424
5358,immune_escape,0.26846117,0.24985664,0.23643714,0.26846117,0.24524504
5359,immune_escape,0.26830286,0.25167054,0.23500569,0.26830286,0.24502091
5360,immune_escape,0.26652974,0.25283325,0.23576726,0.26652974,0.24486966
5361,immune_escape,0.26900887,0.2504359,0.23506074,0.26900887,0.24549453
5362,immune_escape,0.26822713,0.24990651,0.23672597,0.26822713,0.24514039
5363,immune_escape,0.26758423,0.25038174,0.236626,0.26758423,0.24540812
5364,immune_escape,0.26891118,0.25225237,0.23357475,0.26891118,0.24526167
5365,immune_escape,0.2662254,0.25225204,0.23602355,0.2662254,0.24549909
5366,immune_escape,0.26891539,0.2503707,0.23526692,0.26891539,0.24544701
5367,immune_escape,0.26848343,0.25055662,0.23542856,0.26848343,0.2455314
5368,immune_escape,0.26686546,0.25077465,0.23727319,0.26686546,0.24508671
5369,immune_escape,0.2696436,0.2503064,0.23466092,0.2696436,0.24538904
5370,immune_escape,0.26773384,0.25244218,0.2349497,0.26773384,0.24487422
5371,immune_escape,0.26954344,0.24984074,0.23547567,0.26954344,0.24514014
5372,immune_escape,0.26655537,0.251902,0.23630655,0.26655537,0.24523607
5373,immune_escape,0.27136377,0.24950297,0.23434933,0.27136377,0.24478398
5374,immune_escape,0.26908875,0.24998878,0.23565951,0.26908875,0.24526295
5375,immune_escape,0.26867402,0.25021985,0.2357278,0.26867402,0.24537835
5376,immune_escape,0.26879472,0.25200775,0.23389073,0.26879472,0.24530682
5377,immune_escape,0.26953948,0.25100046,0.2340199,0.26953948,0.24544013
5378,immune_escape,0.2710189,0.24952804,0.23463961,0.2710189,0.24481347
5379,immune_escape,0.2698564,0.25100034,0.23373882,0.2698564,0.24540442
5380,immune_escape,0.26912096,0.2504191,0.23497792,0.26912096,0.245482
5381,immune_escape,0.26789108,0.2520329,0.23473206,0.26789108,0.24534394
5382,immune_escape,0.26869476,0.24979693,0.23628992,0.26869476,0.24521841
5383,immune_escape,0.26888815,0.25041163,0.23523457,0.26888815,0.24546576
5384,immune_escape,0.2681981,0.25105923,0.23534264,0.2681981,0.24540004
5385,immune_escape,0.26851293,0.2512475,0.23475875,0.26851293,0.24548085
5386,immune_escape,0.26761952,0.25232422,0.23508306,0.26761952,0.24497326
5387,immune_escape,0.26823783,0.25189343,0.2351663,0.26823783,0.2447025
5388,immune_escape,0.26805475,0.25248405,0.23412189,0.26805475,0.24533933
5389,immune_escape,0.26808602,0.25287062,0.23335628,0.26808602,0.24568702
5390,immune_escape,0.2687402,0.25008562,0.23583785,0.2687402,0.24533635
5391,immune_escape,0.26646444,0.25089064,0.23677842,0.26646444,0.24586645
5392,immune_escape,0.26892045,0.24988365,0.23598796,0.26892045,0.24520797
5393,immune_escape,0.269194,0.24969848,0.23595214,0.269194,0.2451554
5394,immune_escape,0.26827356,0.25225297,0.23411842,0.26827356,0.24535511
5395,immune_escape,0.26825982,0.25237432,0.23407863,0.26825982,0.24528722
5396,immune_escape,0.2692037,0.25016755,0.23553993,0.2692037,0.24508882
5397,immune_escape,0.2673887,0.252533,0.23503911,0.2673887,0.24503915
5398,immune_escape,0.2700075,0.25107887,0.23352776,0.2700075,0.2453858
5399,immune_escape,0.26904064,0.24994431,0.23578778,0.26904064,0.24522722
5400,immune_escape,0.2694184,0.24988398,0.23547484,0.2694184,0.2452227
5401,immune_escape,0.26956996,0.2498824,0.23548876,0.26956996,0.24505888
5402,immune_escape,0.27073467,0.25008518,0.23408404,0.27073467,0.24509606
5403,immune_escape,0.26816183,0.2514238,0.23559144,0.26816183,0.24482289
5404,immune_escape,0.26698655,0.24954194,0.23838265,0.26698655,0.24508889
5405,immune_escape,0.27101186,0.24901535,0.23527706,0.27101186,0.24469575
5406,immune_escape,0.26814088,0.2520223,0.23479342,0.26814088,0.24504347
5407,immune_escape,0.2681647,0.25116828,0.23521292,0.2681647,0.2454541
5408,immune_escape,0.26689744,0.2527626,0.2349808,0.26689744,0.24535915
5409,immune_escape,0.26797614,0.24985014,0.23690729,0.26797614,0.24526641
5410,immune_escape,0.268488,0.24979462,0.23649722,0.268488,0.24522021
5411,immune_escape,0.26940832,0.25012058,0.23513773,0.26940832,0.24533343
5412,immune_escape,0.26999217,0.2502009,0.23448882,0.26999217,0.24531808
5413,immune_escape,0.26828206,0.25221753,0.23452848,0.26828206,0.24497195
5414,immune_escape,0.2686146,0.2519356,0.23443964,0.2686146,0.24501021
5415,immune_escape,0.268532,0.24987315,0.23634113,0.268532,0.24525376
5416,immune_escape,0.26790124,0.25114012,0.2349228,0.26790124,0.24603578
5417,immune_escape,0.27175257,0.24908826,0.23448743,0.27175257,0.24467182
5418,immune_escape,0.26791868,0.25228417,0.23475847,0.26791868,0.24503872
5419,immune_escape,0.26910734,0.24988776,0.2358058,0.26910734,0.24519907
5420,immune_escape,0.268703,0.25088656,0.23488249,0.268703,0.24552788
5421,immune_escape,0.26830465,0.25213146,0.2345941,0.26830465,0.24496976
5422,immune_escape,0.26892054,0.24939601,0.23644029,0.26892054,0.24524319
5423,immune_escape,0.2711914,0.2505354,0.23305285,0.2711914,0.2452203
5424,immune_escape,0.27169266,0.24911432,0.23451571,0.27169266,0.24467734
5425,immune_escape,0.267908,0.24994689,0.2368561,0.267908,0.24528895
5426,immune_escape,0.26877165,0.25042194,0.23533252,0.26877165,0.24547394
5427,immune_escape,0.26952022,0.25127047,0.23428571,0.26952022,0.24492358
5428,immune_escape,0.26818085,0.2523788,0.23444827,0.26818085,0.24499218
5429,immune_escape,0.26792496,0.25129926,0.2354532,0.26792496,0.24532259
5430,immune_escape,0.27086437,0.25015378,0.23389468,0.27086437,0.24508713
5431,immune_escape,0.2679229,0.2520078,0.23473628,0.2679229,0.24533303
5432,immune_escape,0.26608118,0.25025302,0.23787437,0.26608118,0.24579138
5433,immune_escape,0.267567,0.25072852,0.23614216,0.267567,0.2455623
5434,immune_escape,0.26962027,0.25031197,0.23467815,0.26962027,0.24538958
5435,immune_escape,0.26944807,0.24979365,0.23566934,0.26944807,0.24508896
5436,immune_escape,0.27014536,0.24923119,0.2356718,0.27014536,0.24495156
5437,immune_escape,0.27199492,0.24915087,0.23418753,0.27199492,0.2446667
5438,immune_escape,0.267738,0.24882191,0.23869166,0.267738,0.24474847
5439,immune_escape,0.26801467,0.25119373,0.23577374,0.26801467,0.24501783
5440,immune_escape,0.27081573,0.24885315,0.23571119,0.27081573,0.24461992
5441,immune_escape,0.26844093,0.24890769,0.23789981,0.26844093,0.24475156
5442,immune_escape,0.269018,0.24948305,0.23632042,0.269018,0.24517862
5443,immune_escape,0.26934814,0.24819481,0.23801997,0.26934814,0.24443708
5444,immune_escape,0.2732904,0.25006694,0.23179236,0.2732904,0.24485026
5445,immune_escape,0.2677227,0.25154302,0.235587,0.2677227,0.24514729
5446,immune_escape,0.2700437,0.24887887,0.23616149,0.2700437,0.24491596
5447,immune_escape,0.27126658,0.24934293,0.23453735,0.27126658,0.24485312
5448,immune_escape,0.2708927,0.25003055,0.23420887,0.2708927,0.2448679
5449,immune_escape,0.268689,0.24921297,0.23725186,0.268689,0.24484617
5450,immune_escape,0.2695325,0.24914941,0.23648658,0.2695325,0.24483147
5451,immune_escape,0.2698484,0.24918464,0.23592405,0.2698484,0.24504285
5452,immune_escape,0.2698868,0.24822602,0.23756129,0.2698868,0.244326
5453,immune_escape,0.2705872,0.24835789,0.23668855,0.2705872,0.24436635
5454,immune_escape,0.26975286,0.24911006,0.23612179,0.26975286,0.24501534
5455,immune_escape,0.26953265,0.25060868,0.2345437,0.26953265,0.2453149
5456,immune_escape,0.26990095,0.24801902,0.23809972,0.26990095,0.2439803
5457,immune_escape,0.2686548,0.24825054,0.23867151,0.2686548,0.24442317
5458,immune_escape,0.27301413,0.24936701,0.2327302,0.27301413,0.24488865
5459,immune_escape,0.2726532,0.2501695,0.23236847,0.2726532,0.24480888
5460,immune_escape,0.26796243,0.25059587,0.2365159,0.26796243,0.2449258
5461,immune_escape,0.2725836,0.2503125,0.23227717,0.2725836,0.24482667
5462,immune_escape,0.26946795,0.24895331,0.23690817,0.26946795,0.24467063
5463,immune_escape,0.26862282,0.24977885,0.23625126,0.26862282,0.24534707
5464,immune_escape,0.27084622,0.24925397,0.23514515,0.27084622,0.24475464
5465,immune_escape,0.26791304,0.25121742,0.2358762,0.26791304,0.2449934
5466,immune_escape,0.26997557,0.24842945,0.237234,0.26997557,0.24436088
5467,immune_escape,0.26878867,0.2493174,0.23720622,0.26878867,0.24468778
5468,immune_escape,0.2668489,0.25029853,0.23741181,0.2668489,0.24544081
5469,immune_escape,0.26940736,0.24861887,0.23716225,0.26940736,0.24481146
5470,immune_escape,0.2691561,0.2478039,0.23893455,0.2691561,0.2441055
5471,immune_escape,0.27115494,0.24845925,0.2360319,0.27115494,0.24435383
5472,immune_escape,0.26654097,0.2483557,0.24044824,0.26654097,0.24465509
5473,immune_escape,0.271035,0.24906655,0.23503494,0.271035,0.24486347
